,borough,year,time_bin,total_injured,total_killed,pedestrians_injured,pedestrians_killed,cyclist_injured,cyclist_killed,motorist_injured,motorist_killed
615,BROOKLYN,2024,15:00 - 15:59,1.3,0.0,0.2,0.0,0.2,0.0,0.8,0.0
616,BROOKLYN,2024,16:00 - 16:59,1.3,0.0,0.2,0.0,0.2,0.0,0.8,0.0
617,BROOKLYN,2024,17:00 - 17:59,1.4,0.0,0.2,0.0,0.2,0.0,0.8,0.0
618,BROOKLYN,2024,18:00 - 18:59,1.3,0.0,0.3,0.0,0.2,0.0,0.8,0.0
619,BROOKLYN,2024,19:00 - 19:59,1.3,0.0,0.3,0.0,0.2,0.0,0.8,0.0
620,BROOKLYN,2024,20:00 - 20:59,1.3,0.0,0.3,0.0,0.2,0.0,0.8,0.0
621,BROOKLYN,2024,21:00 - 21:59,1.4,0.0,0.2,0.0,0.2,0.0,0.9,0.0
622,BROOKLYN,2024,22:00 - 22:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
623,BROOKLYN,2024,23:00 - 23:59,1.4,0.0,0.1,0.0,0.1,0.0,1.2,0.0
624,MANHATTAN,2012,00:00 - 00:59,1.3,0.0,0.4,0.0,0.1,0.0,0.8,0.0
625,MANHATTAN,2012,01:00 - 01:59,1.2,0.0,0.4,0.0,0.1,0.0,0.8,0.0
626,MANHATTAN,2012,02:00 - 02:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
627,MANHATTAN,2012,03:00 - 03:59,1.5,0.0,0.4,0.0,0.0,0.0,1.1,0.0
628,MANHATTAN,2012,04:00 - 04:59,1.6,0.0,0.4,0.0,0.0,0.0,1.1,0.0
629,MANHATTAN,2012,05:00 - 05:59,1.6,0.0,0.3,0.0,0.1,0.0,1.2,0.0
630,MANHATTAN,2012,06:00 - 06:59,1.2,0.0,0.4,0.0,0.1,0.0,0.8,0.0
631,MANHATTAN,2012,07:00 - 07:59,1.2,0.0,0.4,0.0,0.1,0.0,0.7,0.0
632,MANHATTAN,2012,08:00 - 08:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
633,MANHATTAN,2012,09:00 - 09:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
634,MANHATTAN,2012,10:00 - 10:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
635,MANHATTAN,2012,11:00 - 11:59,1.1,0.0,0.5,0.0,0.2,0.0,0.5,0.0
636,MANHATTAN,2012,12:00 - 12:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
637,MANHATTAN,2012,13:00 - 13:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
638,MANHATTAN,2012,14:00 - 14:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
639,MANHATTAN,2012,15:00 - 15:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
640,MANHATTAN,2012,16:00 - 16:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
641,MANHATTAN,2012,17:00 - 17:59,1.1,0.0,0.5,0.0,0.2,0.0,0.4,0.0
642,MANHATTAN,2012,18:00 - 18:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
643,MANHATTAN,2012,19:00 - 19:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
644,MANHATTAN,2012,20:00 - 20:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
645,MANHATTAN,2012,21:00 - 21:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
646,MANHATTAN,2012,22:00 - 22:59,1.2,0.0,0.5,0.0,0.1,0.0,0.6,0.0
647,MANHATTAN,2012,23:00 - 23:59,1.4,0.0,0.4,0.0,0.2,0.0,0.9,0.0
648,MANHATTAN,2013,00:00 - 00:59,1.3,0.0,0.5,0.0,0.1,0.0,0.7,0.0
649,MANHATTAN,2013,01:00 - 01:59,1.4,0.0,0.3,0.0,0.1,0.0,0.9,0.0
650,MANHATTAN,2013,02:00 - 02:59,1.5,0.0,0.5,0.0,0.1,0.0,0.9,0.0
651,MANHATTAN,2013,03:00 - 03:59,1.5,0.0,0.4,0.0,0.0,0.0,1.0,0.0
652,MANHATTAN,2013,04:00 - 04:59,1.5,0.0,0.4,0.0,0.0,0.0,1.0,0.0
653,MANHATTAN,2013,05:00 - 05:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
654,MANHATTAN,2013,06:00 - 06:59,1.4,0.0,0.5,0.0,0.1,0.0,0.8,0.0
655,MANHATTAN,2013,07:00 - 07:59,1.3,0.0,0.4,0.0,0.1,0.0,0.7,0.0
656,MANHATTAN,2013,08:00 - 08:59,1.2,0.0,0.4,0.0,0.1,0.0,0.6,0.0
657,MANHATTAN,2013,09:00 - 09:59,1.2,0.0,0.5,0.0,0.1,0.0,0.5,0.0
658,MANHATTAN,2013,10:00 - 10:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
659,MANHATTAN,2013,11:00 - 11:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
660,MANHATTAN,2013,12:00 - 12:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
661,MANHATTAN,2013,13:00 - 13:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
662,MANHATTAN,2013,14:00 - 14:59,1.2,0.0,0.4,0.0,0.2,0.0,0.5,0.0
663,MANHATTAN,2013,15:00 - 15:59,1.2,0.0,0.5,0.0,0.2,0.0,0.6,0.0
664,MANHATTAN,2013,16:00 - 16:59,1.2,0.0,0.4,0.0,0.2,0.0,0.5,0.0
665,MANHATTAN,2013,17:00 - 17:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
666,MANHATTAN,2013,18:00 - 18:59,1.2,0.0,0.5,0.0,0.2,0.0,0.4,0.0
667,MANHATTAN,2013,19:00 - 19:59,1.2,0.0,0.5,0.0,0.3,0.0,0.4,0.0
668,MANHATTAN,2013,20:00 - 20:59,1.1,0.0,0.4,0.0,0.3,0.0,0.4,0.0
669,MANHATTAN,2013,21:00 - 21:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
670,MANHATTAN,2013,22:00 - 22:59,1.3,0.0,0.4,0.0,0.2,0.0,0.6,0.0
671,MANHATTAN,2013,23:00 - 23:59,1.3,0.0,0.4,0.0,0.1,0.0,0.7,0.0
672,MANHATTAN,2014,00:00 - 00:59,1.4,0.0,0.3,0.0,0.2,0.0,0.9,0.0
673,MANHATTAN,2014,01:00 - 01:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
674,MANHATTAN,2014,02:00 - 02:59,1.4,0.0,0.3,0.0,0.1,0.0,1.1,0.0
675,MANHATTAN,2014,03:00 - 03:59,1.4,0.0,0.3,0.0,0.1,0.0,0.9,0.0
676,MANHATTAN,2014,04:00 - 04:59,1.4,0.0,0.4,0.0,0.1,0.0,0.9,0.0
677,MANHATTAN,2014,05:00 - 05:59,1.3,0.0,0.4,0.0,0.1,0.0,0.9,0.0
678,MANHATTAN,2014,06:00 - 06:59,1.2,0.0,0.5,0.0,0.1,0.0,0.6,0.0
679,MANHATTAN,2014,07:00 - 07:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
680,MANHATTAN,2014,08:00 - 08:59,1.2,0.0,0.5,0.0,0.1,0.0,0.6,0.0
681,MANHATTAN,2014,09:00 - 09:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
682,MANHATTAN,2014,10:00 - 10:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
683,MANHATTAN,2014,11:00 - 11:59,1.2,0.0,0.5,0.0,0.2,0.0,0.6,0.0
684,MANHATTAN,2014,12:00 - 12:59,1.1,0.0,0.5,0.0,0.3,0.0,0.4,0.0
685,MANHATTAN,2014,13:00 - 13:59,1.2,0.0,0.4,0.0,0.2,0.0,0.5,0.0
686,MANHATTAN,2014,14:00 - 14:59,1.2,0.0,0.4,0.0,0.2,0.0,0.5,0.0
687,MANHATTAN,2014,15:00 - 15:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
688,MANHATTAN,2014,16:00 - 16:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
689,MANHATTAN,2014,17:00 - 17:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
690,MANHATTAN,2014,18:00 - 18:59,1.1,0.0,0.5,0.0,0.2,0.0,0.4,0.0
691,MANHATTAN,2014,19:00 - 19:59,1.1,0.0,0.5,0.0,0.3,0.0,0.4,0.0
692,MANHATTAN,2014,20:00 - 20:59,1.2,0.0,0.4,0.0,0.3,0.0,0.4,0.0
693,MANHATTAN,2014,21:00 - 21:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
694,MANHATTAN,2014,22:00 - 22:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
695,MANHATTAN,2014,23:00 - 23:59,1.3,0.0,0.5,0.0,0.2,0.0,0.7,0.0
696,MANHATTAN,2015,00:00 - 00:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
697,MANHATTAN,2015,01:00 - 01:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
698,MANHATTAN,2015,02:00 - 02:59,1.3,0.0,0.4,0.0,0.1,0.0,0.9,0.0
699,MANHATTAN,2015,03:00 - 03:59,1.5,0.0,0.3,0.0,0.1,0.0,1.1,0.0
700,MANHATTAN,2015,04:00 - 04:59,1.4,0.0,0.2,0.0,0.1,0.0,1.0,0.0
701,MANHATTAN,2015,05:00 - 05:59,1.1,0.0,0.3,0.0,0.1,0.0,0.7,0.0
702,MANHATTAN,2015,06:00 - 06:59,1.1,0.0,0.4,0.0,0.1,0.0,0.6,0.0
703,MANHATTAN,2015,07:00 - 07:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
704,MANHATTAN,2015,08:00 - 08:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
705,MANHATTAN,2015,09:00 - 09:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
706,MANHATTAN,2015,10:00 - 10:59,1.1,0.0,0.5,0.0,0.2,0.0,0.5,0.0
707,MANHATTAN,2015,11:00 - 11:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
708,MANHATTAN,2015,12:00 - 12:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
709,MANHATTAN,2015,13:00 - 13:59,1.2,0.0,0.4,0.0,0.2,0.0,0.5,0.0
710,MANHATTAN,2015,14:00 - 14:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
711,MANHATTAN,2015,15:00 - 15:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
712,MANHATTAN,2015,16:00 - 16:59,1.2,0.0,0.4,0.0,0.2,0.0,0.5,0.0
713,MANHATTAN,2015,17:00 - 17:59,1.2,0.0,0.5,0.0,0.2,0.0,0.5,0.0
714,MANHATTAN,2015,18:00 - 18:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
715,MANHATTAN,2015,19:00 - 19:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
716,MANHATTAN,2015,20:00 - 20:59,1.1,0.0,0.4,0.0,0.3,0.0,0.4,0.0
717,MANHATTAN,2015,21:00 - 21:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
718,MANHATTAN,2015,22:00 - 22:59,1.2,0.0,0.4,0.0,0.2,0.0,0.5,0.0
719,MANHATTAN,2015,23:00 - 23:59,1.2,0.0,0.3,0.0,0.2,0.0,0.7,0.0
720,MANHATTAN,2016,00:00 - 00:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
721,MANHATTAN,2016,01:00 - 01:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
722,MANHATTAN,2016,02:00 - 02:59,1.3,0.0,0.5,0.0,0.0,0.0,0.8,0.0
723,MANHATTAN,2016,03:00 - 03:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
724,MANHATTAN,2016,04:00 - 04:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
725,MANHATTAN,2016,05:00 - 05:59,1.3,0.0,0.4,0.0,0.1,0.0,0.9,0.0
726,MANHATTAN,2016,06:00 - 06:59,1.2,0.0,0.5,0.0,0.1,0.0,0.7,0.0
727,MANHATTAN,2016,07:00 - 07:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
728,MANHATTAN,2016,08:00 - 08:59,1.2,0.0,0.4,0.0,0.1,0.0,0.7,0.0
729,MANHATTAN,2016,09:00 - 09:59,1.1,0.0,0.4,0.0,0.2,0.0,0.4,0.0
730,MANHATTAN,2016,10:00 - 10:59,1.1,0.0,0.3,0.0,0.2,0.0,0.6,0.0
731,MANHATTAN,2016,11:00 - 11:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
732,MANHATTAN,2016,12:00 - 12:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
733,MANHATTAN,2016,13:00 - 13:59,1.2,0.0,0.3,0.0,0.3,0.0,0.6,0.0
734,MANHATTAN,2016,14:00 - 14:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
735,MANHATTAN,2016,15:00 - 15:59,1.1,0.0,0.4,0.0,0.2,0.0,0.6,0.0
736,MANHATTAN,2016,16:00 - 16:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
737,MANHATTAN,2016,17:00 - 17:59,1.3,0.0,0.4,0.0,0.2,0.0,0.7,0.0
738,MANHATTAN,2016,18:00 - 18:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
739,MANHATTAN,2016,19:00 - 19:59,1.2,0.0,0.4,0.0,0.3,0.0,0.4,0.0
740,MANHATTAN,2016,20:00 - 20:59,1.2,0.0,0.4,0.0,0.3,0.0,0.4,0.0
741,MANHATTAN,2016,21:00 - 21:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
742,MANHATTAN,2016,22:00 - 22:59,1.3,0.0,0.5,0.0,0.2,0.0,0.6,0.0
743,MANHATTAN,2016,23:00 - 23:59,1.2,0.0,0.3,0.0,0.2,0.0,0.7,0.0
744,MANHATTAN,2017,00:00 - 00:59,1.2,0.0,0.4,0.0,0.2,0.0,0.7,0.0
745,MANHATTAN,2017,01:00 - 01:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
746,MANHATTAN,2017,02:00 - 02:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
747,MANHATTAN,2017,03:00 - 03:59,1.5,0.0,0.2,0.0,0.1,0.0,1.2,0.0
748,MANHATTAN,2017,04:00 - 04:59,1.3,0.0,0.3,0.0,0.0,0.0,0.9,0.0
749,MANHATTAN,2017,05:00 - 05:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
750,MANHATTAN,2017,06:00 - 06:59,1.1,0.0,0.4,0.0,0.2,0.0,0.6,0.0
751,MANHATTAN,2017,07:00 - 07:59,1.2,0.0,0.3,0.0,0.2,0.0,0.7,0.0
752,MANHATTAN,2017,08:00 - 08:59,1.2,0.0,0.5,0.0,0.2,0.0,0.6,0.0
753,MANHATTAN,2017,09:00 - 09:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
754,MANHATTAN,2017,10:00 - 10:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
755,MANHATTAN,2017,11:00 - 11:59,1.3,0.0,0.5,0.0,0.2,0.0,0.6,0.0
756,MANHATTAN,2017,12:00 - 12:59,1.2,0.0,0.4,0.0,0.2,0.0,0.5,0.0
757,MANHATTAN,2017,13:00 - 13:59,1.2,0.0,0.3,0.0,0.2,0.0,0.7,0.0
758,MANHATTAN,2017,14:00 - 14:59,1.2,0.0,0.3,0.0,0.2,0.0,0.6,0.0
759,MANHATTAN,2017,15:00 - 15:59,1.3,0.0,0.4,0.0,0.2,0.0,0.6,0.0
760,MANHATTAN,2017,16:00 - 16:59,1.1,0.0,0.4,0.0,0.2,0.0,0.6,0.0
761,MANHATTAN,2017,17:00 - 17:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
762,MANHATTAN,2017,18:00 - 18:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
763,MANHATTAN,2017,19:00 - 19:59,1.2,0.0,0.3,0.0,0.3,0.0,0.6,0.0
764,MANHATTAN,2017,20:00 - 20:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
765,MANHATTAN,2017,21:00 - 21:59,1.3,0.0,0.4,0.0,0.2,0.0,0.7,0.0
766,MANHATTAN,2017,22:00 - 22:59,1.3,0.0,0.3,0.0,0.3,0.0,0.7,0.0
767,MANHATTAN,2017,23:00 - 23:59,1.3,0.0,0.3,0.0,0.2,0.0,0.8,0.0
768,MANHATTAN,2018,00:00 - 00:59,1.3,0.0,0.4,0.0,0.2,0.0,0.8,0.0
769,MANHATTAN,2018,01:00 - 01:59,1.3,0.0,0.4,0.0,0.1,0.0,0.8,0.0
770,MANHATTAN,2018,02:00 - 02:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
771,MANHATTAN,2018,03:00 - 03:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
772,MANHATTAN,2018,04:00 - 04:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
773,MANHATTAN,2018,05:00 - 05:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
774,MANHATTAN,2018,06:00 - 06:59,1.1,0.0,0.5,0.0,0.1,0.0,0.6,0.0
775,MANHATTAN,2018,07:00 - 07:59,1.2,0.0,0.3,0.0,0.1,0.0,0.7,0.0
776,MANHATTAN,2018,08:00 - 08:59,1.1,0.0,0.4,0.0,0.2,0.0,0.6,0.0
777,MANHATTAN,2018,09:00 - 09:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
778,MANHATTAN,2018,10:00 - 10:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
779,MANHATTAN,2018,11:00 - 11:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
780,MANHATTAN,2018,12:00 - 12:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
781,MANHATTAN,2018,13:00 - 13:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
782,MANHATTAN,2018,14:00 - 14:59,1.1,0.0,0.4,0.0,0.3,0.0,0.5,0.0
783,MANHATTAN,2018,15:00 - 15:59,1.1,0.0,0.4,0.0,0.3,0.0,0.5,0.0
784,MANHATTAN,2018,16:00 - 16:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
785,MANHATTAN,2018,17:00 - 17:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
786,MANHATTAN,2018,18:00 - 18:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
787,MANHATTAN,2018,19:00 - 19:59,1.1,0.0,0.4,0.0,0.3,0.0,0.4,0.0
788,MANHATTAN,2018,20:00 - 20:59,1.2,0.0,0.4,0.0,0.3,0.0,0.6,0.0
789,MANHATTAN,2018,21:00 - 21:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
790,MANHATTAN,2018,22:00 - 22:59,1.2,0.0,0.3,0.0,0.2,0.0,0.6,0.0
791,MANHATTAN,2018,23:00 - 23:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
792,MANHATTAN,2019,00:00 - 00:59,1.2,0.0,0.3,0.0,0.2,0.0,0.7,0.0
793,MANHATTAN,2019,01:00 - 01:59,1.3,0.0,0.2,0.0,0.1,0.0,0.9,0.0
794,MANHATTAN,2019,02:00 - 02:59,1.3,0.0,0.3,0.0,0.2,0.0,0.9,0.0
795,MANHATTAN,2019,03:00 - 03:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
796,MANHATTAN,2019,04:00 - 04:59,1.4,0.0,0.2,0.0,0.1,0.0,1.2,0.0
797,MANHATTAN,2019,05:00 - 05:59,1.2,0.0,0.4,0.0,0.1,0.0,0.8,0.0
798,MANHATTAN,2019,06:00 - 06:59,1.3,0.0,0.3,0.0,0.2,0.0,0.8,0.0
799,MANHATTAN,2019,07:00 - 07:59,1.2,0.0,0.4,0.0,0.1,0.0,0.8,0.0
800,MANHATTAN,2019,08:00 - 08:59,1.1,0.0,0.4,0.0,0.2,0.0,0.6,0.0
801,MANHATTAN,2019,09:00 - 09:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
802,MANHATTAN,2019,10:00 - 10:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
803,MANHATTAN,2019,11:00 - 11:59,1.2,0.0,0.3,0.0,0.2,0.0,0.6,0.0
804,MANHATTAN,2019,12:00 - 12:59,1.2,0.0,0.3,0.0,0.3,0.0,0.6,0.0
805,MANHATTAN,2019,13:00 - 13:59,1.2,0.0,0.3,0.0,0.2,0.0,0.6,0.0
806,MANHATTAN,2019,14:00 - 14:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
807,MANHATTAN,2019,15:00 - 15:59,1.2,0.0,0.3,0.0,0.3,0.0,0.6,0.0
808,MANHATTAN,2019,16:00 - 16:59,1.1,0.0,0.4,0.0,0.3,0.0,0.5,0.0
809,MANHATTAN,2019,17:00 - 17:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
810,MANHATTAN,2019,18:00 - 18:59,1.1,0.0,0.4,0.0,0.3,0.0,0.5,0.0
811,MANHATTAN,2019,19:00 - 19:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
812,MANHATTAN,2019,20:00 - 20:59,1.2,0.0,0.3,0.0,0.4,0.0,0.5,0.0
813,MANHATTAN,2019,21:00 - 21:59,1.1,0.0,0.3,0.0,0.3,0.0,0.5,0.0
814,MANHATTAN,2019,22:00 - 22:59,1.2,0.0,0.3,0.0,0.3,0.0,0.6,0.0
815,MANHATTAN,2019,23:00 - 23:59,1.3,0.0,0.2,0.0,0.2,0.0,0.8,0.0
816,MANHATTAN,2020,00:00 - 00:59,1.3,0.0,0.2,0.0,0.3,0.0,0.8,0.0
817,MANHATTAN,2020,01:00 - 01:59,1.5,0.0,0.2,0.0,0.2,0.0,1.2,0.0
818,MANHATTAN,2020,02:00 - 02:59,1.4,0.0,0.1,0.0,0.3,0.0,1.0,0.0
819,MANHATTAN,2020,03:00 - 03:59,1.3,0.0,0.1,0.0,0.3,0.0,0.9,0.0
820,MANHATTAN,2020,04:00 - 04:59,1.2,0.0,0.3,0.0,0.2,0.0,0.8,0.0
821,MANHATTAN,2020,05:00 - 05:59,1.2,0.0,0.2,0.0,0.3,0.0,0.7,0.0
822,MANHATTAN,2020,06:00 - 06:59,1.3,0.0,0.3,0.0,0.3,0.0,0.8,0.0
823,MANHATTAN,2020,07:00 - 07:59,1.2,0.0,0.4,0.0,0.2,0.0,0.6,0.0
824,MANHATTAN,2020,08:00 - 08:59,1.2,0.0,0.3,0.0,0.2,0.0,0.6,0.0
825,MANHATTAN,2020,09:00 - 09:59,1.1,0.0,0.4,0.0,0.2,0.0,0.4,0.0
826,MANHATTAN,2020,10:00 - 10:59,1.2,0.0,0.3,0.0,0.3,0.0,0.7,0.0
827,MANHATTAN,2020,11:00 - 11:59,1.1,0.0,0.4,0.0,0.3,0.0,0.5,0.0
828,MANHATTAN,2020,12:00 - 12:59,1.2,0.0,0.3,0.0,0.4,0.0,0.5,0.0
829,MANHATTAN,2020,13:00 - 13:59,1.2,0.0,0.3,0.0,0.3,0.0,0.6,0.0
830,MANHATTAN,2020,14:00 - 14:59,1.1,0.0,0.3,0.0,0.4,0.0,0.4,0.0
831,MANHATTAN,2020,15:00 - 15:59,1.2,0.0,0.2,0.0,0.4,0.0,0.5,0.0
832,MANHATTAN,2020,16:00 - 16:59,1.3,0.0,0.3,0.0,0.3,0.0,0.6,0.0
833,MANHATTAN,2020,17:00 - 17:59,1.2,0.0,0.2,0.0,0.4,0.0,0.6,0.0
834,MANHATTAN,2020,18:00 - 18:59,1.1,0.0,0.3,0.0,0.4,0.0,0.4,0.0
835,MANHATTAN,2020,19:00 - 19:59,1.2,0.0,0.3,0.0,0.4,0.0,0.4,0.0
836,MANHATTAN,2020,20:00 - 20:59,1.2,0.0,0.3,0.0,0.4,0.0,0.6,0.0
837,MANHATTAN,2020,21:00 - 21:59,1.3,0.0,0.2,0.0,0.4,0.0,0.7,0.0
838,MANHATTAN,2020,22:00 - 22:59,1.2,0.0,0.2,0.0,0.3,0.0,0.7,0.0
839,MANHATTAN,2020,23:00 - 23:59,1.3,0.0,0.2,0.0,0.3,0.0,0.8,0.0
840,MANHATTAN,2021,00:00 - 00:59,1.3,0.0,0.1,0.0,0.2,0.0,0.9,0.0
841,MANHATTAN,2021,01:00 - 01:59,1.3,0.0,0.2,0.0,0.2,0.0,0.8,0.0
842,MANHATTAN,2021,02:00 - 02:59,1.4,0.0,0.2,0.0,0.2,0.0,1.0,0.0
843,MANHATTAN,2021,03:00 - 03:59,1.2,0.0,0.1,0.0,0.2,0.0,1.0,0.0
844,MANHATTAN,2021,04:00 - 04:59,1.5,0.0,0.1,0.0,0.1,0.0,1.2,0.0
845,MANHATTAN,2021,05:00 - 05:59,1.2,0.0,0.2,0.0,0.2,0.0,0.7,0.0
846,MANHATTAN,2021,06:00 - 06:59,1.2,0.0,0.2,0.0,0.2,0.0,0.7,0.0
847,MANHATTAN,2021,07:00 - 07:59,1.2,0.0,0.2,0.0,0.2,0.0,0.7,0.0
848,MANHATTAN,2021,08:00 - 08:59,1.2,0.0,0.3,0.0,0.2,0.0,0.6,0.0
849,MANHATTAN,2021,09:00 - 09:59,1.1,0.0,0.3,0.0,0.2,0.0,0.5,0.0
850,MANHATTAN,2021,10:00 - 10:59,1.2,0.0,0.3,0.0,0.3,0.0,0.6,0.0
851,MANHATTAN,2021,11:00 - 11:59,1.1,0.0,0.3,0.0,0.3,0.0,0.5,0.0
852,MANHATTAN,2021,12:00 - 12:59,1.1,0.0,0.3,0.0,0.4,0.0,0.4,0.0
853,MANHATTAN,2021,13:00 - 13:59,1.1,0.0,0.3,0.0,0.3,0.0,0.5,0.0
854,MANHATTAN,2021,14:00 - 14:59,1.1,0.0,0.3,0.0,0.3,0.0,0.4,0.0
855,MANHATTAN,2021,15:00 - 15:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
856,MANHATTAN,2021,16:00 - 16:59,1.1,0.0,0.3,0.0,0.3,0.0,0.5,0.0
857,MANHATTAN,2021,17:00 - 17:59,1.1,0.0,0.2,0.0,0.3,0.0,0.5,0.0
858,MANHATTAN,2021,18:00 - 18:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
859,MANHATTAN,2021,19:00 - 19:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
860,MANHATTAN,2021,20:00 - 20:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
861,MANHATTAN,2021,21:00 - 21:59,1.2,0.0,0.2,0.0,0.3,0.0,0.6,0.0
862,MANHATTAN,2021,22:00 - 22:59,1.4,0.0,0.2,0.0,0.2,0.0,0.8,0.0
863,MANHATTAN,2021,23:00 - 23:59,1.2,0.0,0.2,0.0,0.2,0.0,0.7,0.0
864,MANHATTAN,2022,00:00 - 00:59,1.3,0.0,0.2,0.0,0.3,0.0,0.7,0.0
865,MANHATTAN,2022,01:00 - 01:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
866,MANHATTAN,2022,02:00 - 02:59,1.4,0.0,0.2,0.0,0.2,0.0,1.0,0.0
867,MANHATTAN,2022,03:00 - 03:59,1.4,0.0,0.2,0.0,0.2,0.0,1.0,0.0
