,borough,year,time_bin,total_injured,total_killed,pedestrians_injured,pedestrians_killed,cyclist_injured,cyclist_killed,motorist_injured,motorist_killed
868,MANHATTAN,2022,04:00 - 04:59,1.5,0.0,0.2,0.0,0.1,0.0,1.1,0.0
869,MANHATTAN,2022,05:00 - 05:59,1.2,0.0,0.2,0.0,0.1,0.0,0.9,0.0
870,MANHATTAN,2022,06:00 - 06:59,1.3,0.0,0.2,0.0,0.2,0.0,0.8,0.0
871,MANHATTAN,2022,07:00 - 07:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
872,MANHATTAN,2022,08:00 - 08:59,1.2,0.0,0.3,0.0,0.2,0.0,0.6,0.0
873,MANHATTAN,2022,09:00 - 09:59,1.1,0.0,0.3,0.0,0.2,0.0,0.4,0.0
874,MANHATTAN,2022,10:00 - 10:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
875,MANHATTAN,2022,11:00 - 11:59,1.2,0.0,0.3,0.0,0.2,0.0,0.5,0.0
876,MANHATTAN,2022,12:00 - 12:59,1.1,0.0,0.3,0.0,0.3,0.0,0.4,0.0
877,MANHATTAN,2022,13:00 - 13:59,1.1,0.0,0.3,0.0,0.3,0.0,0.4,0.0
878,MANHATTAN,2022,14:00 - 14:59,1.1,0.0,0.3,0.0,0.3,0.0,0.5,0.0
879,MANHATTAN,2022,15:00 - 15:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
880,MANHATTAN,2022,16:00 - 16:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
881,MANHATTAN,2022,17:00 - 17:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
882,MANHATTAN,2022,18:00 - 18:59,1.1,0.0,0.3,0.0,0.4,0.0,0.4,0.0
883,MANHATTAN,2022,19:00 - 19:59,1.1,0.0,0.3,0.0,0.4,0.0,0.5,0.0
884,MANHATTAN,2022,20:00 - 20:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
885,MANHATTAN,2022,21:00 - 21:59,1.2,0.0,0.2,0.0,0.3,0.0,0.5,0.0
886,MANHATTAN,2022,22:00 - 22:59,1.3,0.0,0.3,0.0,0.3,0.0,0.7,0.0
887,MANHATTAN,2022,23:00 - 23:59,1.2,0.0,0.2,0.0,0.3,0.0,0.6,0.0
888,MANHATTAN,2023,00:00 - 00:59,1.3,0.0,0.2,0.0,0.3,0.0,0.8,0.0
889,MANHATTAN,2023,01:00 - 01:59,1.4,0.0,0.2,0.0,0.2,0.0,0.9,0.0
890,MANHATTAN,2023,02:00 - 02:59,1.4,0.0,0.2,0.0,0.2,0.0,0.9,0.0
891,MANHATTAN,2023,03:00 - 03:59,1.5,0.0,0.1,0.0,0.1,0.0,1.3,0.0
892,MANHATTAN,2023,04:00 - 04:59,1.6,0.0,0.2,0.0,0.1,0.0,1.2,0.0
893,MANHATTAN,2023,05:00 - 05:59,1.2,0.0,0.1,0.0,0.2,0.0,0.9,0.0
894,MANHATTAN,2023,06:00 - 06:59,1.2,0.0,0.3,0.0,0.2,0.0,0.7,0.0
895,MANHATTAN,2023,07:00 - 07:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
896,MANHATTAN,2023,08:00 - 08:59,1.2,0.0,0.4,0.0,0.3,0.0,0.4,0.0
897,MANHATTAN,2023,09:00 - 09:59,1.1,0.0,0.2,0.0,0.3,0.0,0.5,0.0
898,MANHATTAN,2023,10:00 - 10:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
899,MANHATTAN,2023,11:00 - 11:59,1.1,0.0,0.3,0.0,0.3,0.0,0.5,0.0
900,MANHATTAN,2023,12:00 - 12:59,1.1,0.0,0.3,0.0,0.3,0.0,0.5,0.0
901,MANHATTAN,2023,13:00 - 13:59,1.3,0.0,0.3,0.0,0.3,0.0,0.6,0.0
902,MANHATTAN,2023,14:00 - 14:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
903,MANHATTAN,2023,15:00 - 15:59,1.2,0.0,0.3,0.0,0.2,0.0,0.6,0.0
904,MANHATTAN,2023,16:00 - 16:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
905,MANHATTAN,2023,17:00 - 17:59,1.2,0.0,0.4,0.0,0.3,0.0,0.5,0.0
906,MANHATTAN,2023,18:00 - 18:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
907,MANHATTAN,2023,19:00 - 19:59,1.3,0.0,0.3,0.0,0.3,0.0,0.6,0.0
908,MANHATTAN,2023,20:00 - 20:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
909,MANHATTAN,2023,21:00 - 21:59,1.3,0.0,0.3,0.0,0.3,0.0,0.7,0.0
910,MANHATTAN,2023,22:00 - 22:59,1.2,0.0,0.2,0.0,0.3,0.0,0.6,0.0
911,MANHATTAN,2023,23:00 - 23:59,1.2,0.0,0.2,0.0,0.3,0.0,0.7,0.0
912,MANHATTAN,2024,00:00 - 00:59,1.3,0.0,0.3,0.0,0.2,0.0,0.8,0.0
913,MANHATTAN,2024,01:00 - 01:59,1.5,0.0,0.2,0.0,0.2,0.0,1.1,0.0
914,MANHATTAN,2024,02:00 - 02:59,1.3,0.0,0.2,0.0,0.2,0.0,0.9,0.0
915,MANHATTAN,2024,03:00 - 03:59,1.2,0.0,0.2,0.0,0.2,0.0,0.9,0.0
916,MANHATTAN,2024,04:00 - 04:59,1.5,0.0,0.2,0.0,0.1,0.0,1.2,0.0
917,MANHATTAN,2024,05:00 - 05:59,1.2,0.0,0.1,0.0,0.2,0.0,0.8,0.0
918,MANHATTAN,2024,06:00 - 06:59,1.1,0.0,0.2,0.0,0.3,0.0,0.5,0.0
919,MANHATTAN,2024,07:00 - 07:59,1.2,0.0,0.3,0.0,0.2,0.0,0.6,0.0
920,MANHATTAN,2024,08:00 - 08:59,1.2,0.0,0.3,0.0,0.2,0.0,0.5,0.0
921,MANHATTAN,2024,09:00 - 09:59,1.2,0.0,0.3,0.0,0.2,0.0,0.5,0.0
922,MANHATTAN,2024,10:00 - 10:59,1.1,0.0,0.4,0.0,0.2,0.0,0.5,0.0
923,MANHATTAN,2024,11:00 - 11:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
924,MANHATTAN,2024,12:00 - 12:59,1.1,0.0,0.3,0.0,0.3,0.0,0.5,0.0
925,MANHATTAN,2024,13:00 - 13:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
926,MANHATTAN,2024,14:00 - 14:59,1.1,0.0,0.3,0.0,0.3,0.0,0.5,0.0
927,MANHATTAN,2024,15:00 - 15:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
928,MANHATTAN,2024,16:00 - 16:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
929,MANHATTAN,2024,17:00 - 17:59,1.2,0.0,0.3,0.0,0.3,0.0,0.5,0.0
930,MANHATTAN,2024,18:00 - 18:59,1.1,0.0,0.3,0.0,0.4,0.0,0.4,0.0
931,MANHATTAN,2024,19:00 - 19:59,1.2,0.0,0.3,0.0,0.4,0.0,0.4,0.0
932,MANHATTAN,2024,20:00 - 20:59,1.2,0.0,0.3,0.0,0.4,0.0,0.4,0.0
933,MANHATTAN,2024,21:00 - 21:59,1.2,0.0,0.3,0.0,0.4,0.0,0.5,0.0
934,MANHATTAN,2024,22:00 - 22:59,1.3,0.0,0.4,0.0,0.2,0.0,0.6,0.0
935,MANHATTAN,2024,23:00 - 23:59,1.2,0.0,0.2,0.0,0.3,0.0,0.6,0.0
936,QUEENS,2012,00:00 - 00:59,1.2,0.0,0.2,0.0,0.1,0.0,0.9,0.0
937,QUEENS,2012,01:00 - 01:59,1.4,0.0,0.3,0.0,0.2,0.0,1.0,0.0
938,QUEENS,2012,02:00 - 02:59,1.3,0.0,0.1,0.0,0.0,0.0,1.2,0.0
939,QUEENS,2012,03:00 - 03:59,1.4,0.1,0.1,0.0,0.0,0.0,1.2,0.1
940,QUEENS,2012,04:00 - 04:59,1.4,0.0,0.2,0.0,0.0,0.0,1.2,0.0
941,QUEENS,2012,05:00 - 05:59,1.6,0.0,0.2,0.0,0.0,0.0,1.3,0.0
942,QUEENS,2012,06:00 - 06:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
943,QUEENS,2012,07:00 - 07:59,1.3,0.0,0.4,0.0,0.1,0.0,0.8,0.0
944,QUEENS,2012,08:00 - 08:59,1.4,0.0,0.4,0.0,0.1,0.0,0.9,0.0
945,QUEENS,2012,09:00 - 09:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
946,QUEENS,2012,10:00 - 10:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
947,QUEENS,2012,11:00 - 11:59,1.5,0.0,0.2,0.0,0.1,0.0,1.1,0.0
948,QUEENS,2012,12:00 - 12:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
949,QUEENS,2012,13:00 - 13:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
950,QUEENS,2012,14:00 - 14:59,1.5,0.0,0.3,0.0,0.1,0.0,1.1,0.0
951,QUEENS,2012,15:00 - 15:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
952,QUEENS,2012,16:00 - 16:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
953,QUEENS,2012,17:00 - 17:59,1.4,0.0,0.3,0.0,0.1,0.0,0.9,0.0
954,QUEENS,2012,18:00 - 18:59,1.3,0.0,0.4,0.0,0.1,0.0,0.8,0.0
955,QUEENS,2012,19:00 - 19:59,1.4,0.0,0.3,0.0,0.2,0.0,0.9,0.0
956,QUEENS,2012,20:00 - 20:59,1.3,0.0,0.4,0.0,0.1,0.0,0.9,0.0
957,QUEENS,2012,21:00 - 21:59,1.4,0.0,0.3,0.0,0.2,0.0,1.0,0.0
958,QUEENS,2012,22:00 - 22:59,1.5,0.0,0.2,0.0,0.1,0.0,1.2,0.0
959,QUEENS,2012,23:00 - 23:59,1.6,0.0,0.4,0.0,0.1,0.0,1.1,0.0
960,QUEENS,2013,00:00 - 00:59,1.5,0.0,0.3,0.0,0.1,0.0,1.2,0.0
961,QUEENS,2013,01:00 - 01:59,1.5,0.0,0.2,0.0,0.1,0.0,1.2,0.0
962,QUEENS,2013,02:00 - 02:59,1.6,0.0,0.2,0.0,0.0,0.0,1.4,0.0
963,QUEENS,2013,03:00 - 03:59,1.5,0.0,0.2,0.0,0.1,0.0,1.2,0.0
964,QUEENS,2013,04:00 - 04:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
965,QUEENS,2013,05:00 - 05:59,1.4,0.0,0.2,0.0,0.1,0.0,1.2,0.0
966,QUEENS,2013,06:00 - 06:59,1.3,0.0,0.3,0.0,0.0,0.0,1.0,0.0
967,QUEENS,2013,07:00 - 07:59,1.4,0.0,0.3,0.0,0.1,0.0,0.9,0.0
968,QUEENS,2013,08:00 - 08:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
969,QUEENS,2013,09:00 - 09:59,1.4,0.0,0.3,0.0,0.0,0.0,1.0,0.0
970,QUEENS,2013,10:00 - 10:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
971,QUEENS,2013,11:00 - 11:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
972,QUEENS,2013,12:00 - 12:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
973,QUEENS,2013,13:00 - 13:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
974,QUEENS,2013,14:00 - 14:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
975,QUEENS,2013,15:00 - 15:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
976,QUEENS,2013,16:00 - 16:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
977,QUEENS,2013,17:00 - 17:59,1.4,0.0,0.3,0.0,0.1,0.0,0.9,0.0
978,QUEENS,2013,18:00 - 18:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
979,QUEENS,2013,19:00 - 19:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
980,QUEENS,2013,20:00 - 20:59,1.4,0.0,0.4,0.0,0.1,0.0,0.9,0.0
981,QUEENS,2013,21:00 - 21:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
982,QUEENS,2013,22:00 - 22:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
983,QUEENS,2013,23:00 - 23:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
984,QUEENS,2014,00:00 - 00:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
985,QUEENS,2014,01:00 - 01:59,1.4,0.0,0.2,0.0,0.1,0.0,1.2,0.0
986,QUEENS,2014,02:00 - 02:59,1.7,0.0,0.2,0.0,0.1,0.0,1.4,0.0
987,QUEENS,2014,03:00 - 03:59,1.4,0.0,0.2,0.0,0.1,0.0,1.2,0.0
988,QUEENS,2014,04:00 - 04:59,1.5,0.0,0.2,0.0,0.1,0.0,1.3,0.0
989,QUEENS,2014,05:00 - 05:59,1.2,0.0,0.2,0.0,0.0,0.0,1.0,0.0
990,QUEENS,2014,06:00 - 06:59,1.3,0.0,0.4,0.0,0.1,0.0,0.9,0.0
991,QUEENS,2014,07:00 - 07:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
992,QUEENS,2014,08:00 - 08:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
993,QUEENS,2014,09:00 - 09:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
994,QUEENS,2014,10:00 - 10:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
995,QUEENS,2014,11:00 - 11:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
996,QUEENS,2014,12:00 - 12:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
997,QUEENS,2014,13:00 - 13:59,1.4,0.0,0.2,0.0,0.1,0.0,1.0,0.0
998,QUEENS,2014,14:00 - 14:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
999,QUEENS,2014,15:00 - 15:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1000,QUEENS,2014,16:00 - 16:59,1.4,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1001,QUEENS,2014,17:00 - 17:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1002,QUEENS,2014,18:00 - 18:59,1.3,0.0,0.4,0.0,0.1,0.0,0.8,0.0
1003,QUEENS,2014,19:00 - 19:59,1.3,0.0,0.4,0.0,0.1,0.0,0.8,0.0
1004,QUEENS,2014,20:00 - 20:59,1.4,0.0,0.4,0.0,0.1,0.0,0.9,0.0
1005,QUEENS,2014,21:00 - 21:59,1.4,0.0,0.3,0.0,0.2,0.0,1.0,0.0
1006,QUEENS,2014,22:00 - 22:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1007,QUEENS,2014,23:00 - 23:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1008,QUEENS,2015,00:00 - 00:59,1.5,0.0,0.2,0.0,0.1,0.0,1.2,0.0
1009,QUEENS,2015,01:00 - 01:59,1.4,0.0,0.2,0.0,0.1,0.0,1.2,0.0
1010,QUEENS,2015,02:00 - 02:59,1.3,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1011,QUEENS,2015,03:00 - 03:59,1.5,0.0,0.2,0.0,0.0,0.0,1.3,0.0
1012,QUEENS,2015,04:00 - 04:59,1.4,0.0,0.2,0.0,0.0,0.0,1.2,0.0
1013,QUEENS,2015,05:00 - 05:59,1.3,0.0,0.3,0.0,0.0,0.0,1.0,0.0
1014,QUEENS,2015,06:00 - 06:59,1.2,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1015,QUEENS,2015,07:00 - 07:59,1.4,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1016,QUEENS,2015,08:00 - 08:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1017,QUEENS,2015,09:00 - 09:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1018,QUEENS,2015,10:00 - 10:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1019,QUEENS,2015,11:00 - 11:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1020,QUEENS,2015,12:00 - 12:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1021,QUEENS,2015,13:00 - 13:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1022,QUEENS,2015,14:00 - 14:59,1.4,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1023,QUEENS,2015,15:00 - 15:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1024,QUEENS,2015,16:00 - 16:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1025,QUEENS,2015,17:00 - 17:59,1.4,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1026,QUEENS,2015,18:00 - 18:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1027,QUEENS,2015,19:00 - 19:59,1.4,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1028,QUEENS,2015,20:00 - 20:59,1.4,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1029,QUEENS,2015,21:00 - 21:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1030,QUEENS,2015,22:00 - 22:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1031,QUEENS,2015,23:00 - 23:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1032,QUEENS,2016,00:00 - 00:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1033,QUEENS,2016,01:00 - 01:59,1.4,0.0,0.3,0.0,0.0,0.0,1.1,0.0
1034,QUEENS,2016,02:00 - 02:59,1.2,0.0,0.2,0.0,0.1,0.0,0.9,0.0
1035,QUEENS,2016,03:00 - 03:59,1.6,0.0,0.1,0.0,0.1,0.0,1.4,0.0
1036,QUEENS,2016,04:00 - 04:59,1.4,0.0,0.1,0.0,0.1,0.0,1.3,0.0
1037,QUEENS,2016,05:00 - 05:59,1.4,0.0,0.2,0.0,0.1,0.0,1.2,0.0
1038,QUEENS,2016,06:00 - 06:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1039,QUEENS,2016,07:00 - 07:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1040,QUEENS,2016,08:00 - 08:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1041,QUEENS,2016,09:00 - 09:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1042,QUEENS,2016,10:00 - 10:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1043,QUEENS,2016,11:00 - 11:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1044,QUEENS,2016,12:00 - 12:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1045,QUEENS,2016,13:00 - 13:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1046,QUEENS,2016,14:00 - 14:59,1.3,0.0,0.2,0.0,0.0,0.0,1.1,0.0
1047,QUEENS,2016,15:00 - 15:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1048,QUEENS,2016,16:00 - 16:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1049,QUEENS,2016,17:00 - 17:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1050,QUEENS,2016,18:00 - 18:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1051,QUEENS,2016,19:00 - 19:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1052,QUEENS,2016,20:00 - 20:59,1.4,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1053,QUEENS,2016,21:00 - 21:59,1.3,0.0,0.2,0.0,0.1,0.0,0.9,0.0
1054,QUEENS,2016,22:00 - 22:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1055,QUEENS,2016,23:00 - 23:59,1.3,0.0,0.1,0.0,0.1,0.0,1.1,0.0
1056,QUEENS,2017,00:00 - 00:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1057,QUEENS,2017,01:00 - 01:59,1.3,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1058,QUEENS,2017,02:00 - 02:59,1.4,0.0,0.1,0.0,0.1,0.0,1.2,0.0
1059,QUEENS,2017,03:00 - 03:59,1.2,0.0,0.1,0.0,0.0,0.0,1.1,0.0
1060,QUEENS,2017,04:00 - 04:59,1.5,0.0,0.2,0.0,0.1,0.0,1.2,0.0
1061,QUEENS,2017,05:00 - 05:59,1.2,0.0,0.1,0.0,0.1,0.0,1.0,0.0
1062,QUEENS,2017,06:00 - 06:59,1.4,0.0,0.3,0.0,0.1,0.0,1.1,0.0
1063,QUEENS,2017,07:00 - 07:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1064,QUEENS,2017,08:00 - 08:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1065,QUEENS,2017,09:00 - 09:59,1.3,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1066,QUEENS,2017,10:00 - 10:59,1.3,0.0,0.2,0.0,0.1,0.0,0.9,0.0
1067,QUEENS,2017,11:00 - 11:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1068,QUEENS,2017,12:00 - 12:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1069,QUEENS,2017,13:00 - 13:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1070,QUEENS,2017,14:00 - 14:59,1.3,0.0,0.2,0.0,0.1,0.0,0.9,0.0
1071,QUEENS,2017,15:00 - 15:59,1.4,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1072,QUEENS,2017,16:00 - 16:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1073,QUEENS,2017,17:00 - 17:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1074,QUEENS,2017,18:00 - 18:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1075,QUEENS,2017,19:00 - 19:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1076,QUEENS,2017,20:00 - 20:59,1.4,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1077,QUEENS,2017,21:00 - 21:59,1.3,0.0,0.3,0.0,0.1,0.0,0.8,0.0
1078,QUEENS,2017,22:00 - 22:59,1.6,0.0,0.2,0.0,0.1,0.0,1.3,0.0
1079,QUEENS,2017,23:00 - 23:59,1.5,0.0,0.2,0.0,0.1,0.0,1.2,0.0
1080,QUEENS,2018,00:00 - 00:59,1.4,0.0,0.2,0.0,0.0,0.0,1.2,0.0
1081,QUEENS,2018,01:00 - 01:59,1.4,0.0,0.2,0.0,0.0,0.0,1.2,0.0
1082,QUEENS,2018,02:00 - 02:59,1.4,0.0,0.1,0.0,0.0,0.0,1.2,0.0
1083,QUEENS,2018,03:00 - 03:59,1.5,0.0,0.2,0.0,0.0,0.0,1.3,0.0
1084,QUEENS,2018,04:00 - 04:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1085,QUEENS,2018,05:00 - 05:59,1.2,0.0,0.1,0.0,0.1,0.0,1.0,0.0
1086,QUEENS,2018,06:00 - 06:59,1.4,0.0,0.3,0.0,0.0,0.0,1.1,0.0
1087,QUEENS,2018,07:00 - 07:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1088,QUEENS,2018,08:00 - 08:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1089,QUEENS,2018,09:00 - 09:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1090,QUEENS,2018,10:00 - 10:59,1.2,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1091,QUEENS,2018,11:00 - 11:59,1.3,0.0,0.2,0.0,0.0,0.0,1.0,0.0
1092,QUEENS,2018,12:00 - 12:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1093,QUEENS,2018,13:00 - 13:59,1.3,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1094,QUEENS,2018,14:00 - 14:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1095,QUEENS,2018,15:00 - 15:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1096,QUEENS,2018,16:00 - 16:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1097,QUEENS,2018,17:00 - 17:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1098,QUEENS,2018,18:00 - 18:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1099,QUEENS,2018,19:00 - 19:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1100,QUEENS,2018,20:00 - 20:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1101,QUEENS,2018,21:00 - 21:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1102,QUEENS,2018,22:00 - 22:59,1.5,0.0,0.2,0.0,0.1,0.0,1.2,0.0
1103,QUEENS,2018,23:00 - 23:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1104,QUEENS,2019,00:00 - 00:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1105,QUEENS,2019,01:00 - 01:59,1.5,0.0,0.1,0.0,0.1,0.0,1.3,0.0
1106,QUEENS,2019,02:00 - 02:59,1.5,0.0,0.1,0.0,0.0,0.0,1.3,0.0
1107,QUEENS,2019,03:00 - 03:59,1.4,0.0,0.1,0.0,0.0,0.0,1.3,0.0
1108,QUEENS,2019,04:00 - 04:59,1.4,0.0,0.2,0.0,0.0,0.0,1.2,0.0
1109,QUEENS,2019,05:00 - 05:59,1.4,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1110,QUEENS,2019,06:00 - 06:59,1.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0
1111,QUEENS,2019,07:00 - 07:59,1.4,0.0,0.3,0.0,0.0,0.0,1.1,0.0
1112,QUEENS,2019,08:00 - 08:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1113,QUEENS,2019,09:00 - 09:59,1.3,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1114,QUEENS,2019,10:00 - 10:59,1.3,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1115,QUEENS,2019,11:00 - 11:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1116,QUEENS,2019,12:00 - 12:59,1.3,0.0,0.2,0.0,0.1,0.0,1.1,0.0
1117,QUEENS,2019,13:00 - 13:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1118,QUEENS,2019,14:00 - 14:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1119,QUEENS,2019,15:00 - 15:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1120,QUEENS,2019,16:00 - 16:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1121,QUEENS,2019,17:00 - 17:59,1.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0
1122,QUEENS,2019,18:00 - 18:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1123,QUEENS,2019,19:00 - 19:59,1.4,0.0,0.3,0.0,0.1,0.0,1.0,0.0
1124,QUEENS,2019,20:00 - 20:59,1.4,0.0,0.3,0.0,0.1,0.0,0.9,0.0
