date,total_injured,total_killed
2023-09-26,124,0
2023-09-27,119,0
2023-09-28,109,0
2023-09-29,112,0
2023-09-30,82,0
2023-10-01,111,0
2023-10-02,89,0
2023-10-03,111,0
2023-10-04,115,1
2023-10-05,112,0
2023-10-06,115,0
2023-10-07,99,0
2023-10-08,63,0
2023-10-09,74,0
2023-10-10,96,0
2023-10-11,115,0
2023-10-12,100,0
2023-10-13,129,0
2023-10-14,125,0
2023-10-15,101,0
2023-10-16,77,0
2023-10-17,102,0
2023-10-18,83,0
2023-10-19,94,0
2023-10-20,132,0
2023-10-21,91,0
2023-10-22,115,0
2023-10-23,106,0
2023-10-24,75,0
2023-10-25,109,0
2023-10-26,97,1
2023-10-27,112,0
2023-10-28,135,0
2023-10-29,89,1
2023-10-30,103,0
2023-10-31,92,0
2023-11-01,95,0
2023-11-02,86,0
2023-11-03,94,0
2023-11-04,90,0
2023-11-05,86,0
2023-11-06,94,0
2023-11-07,87,1
2023-11-08,101,0
2023-11-09,97,0
2023-11-10,69,0
2023-11-11,90,0
2023-11-12,74,1
2023-11-13,113,0
2023-11-14,110,0
2023-11-15,101,0
2023-11-16,107,0
2023-11-17,102,1
2023-11-18,95,0
2023-11-19,133,0
2023-11-20,103,0
2023-11-21,138,0
2023-11-22,112,1
2023-11-23,58,0
2023-11-24,87,0
2023-11-25,65,0
2023-11-26,64,0
2023-11-27,83,0
2023-11-28,66,0
2023-11-29,86,0
2023-11-30,97,0
2023-12-01,117,0
2023-12-02,77,0
2023-12-03,87,1
2023-12-04,90,1
2023-12-05,75,0
2023-12-06,73,0
2023-12-07,74,0
2023-12-08,92,0
2023-12-09,118,0
2023-12-10,73,0
2023-12-11,106,0
2023-12-12,114,0
2023-12-13,66,0
2023-12-14,88,0
2023-12-15,109,0
2023-12-16,96,0
2023-12-17,80,0
2023-12-18,108,1
2023-12-19,96,0
2023-12-20,110,0
2023-12-21,82,0
2023-12-22,98,0
2023-12-23,75,0
2023-12-24,68,1
2023-12-25,68,0
2023-12-26,58,0
2023-12-27,79,1
2023-12-28,125,0
2023-12-29,75,0
2023-12-30,68,0
2023-12-31,58,0
2024-01-01,83,0
2024-01-02,64,0
2024-01-03,95,0
2024-01-04,70,0
2024-01-05,71,0
2024-01-06,85,0
2024-01-07,56,0
2024-01-08,89,1
2024-01-09,90,0
2024-01-10,68,0
2024-01-11,94,0
2024-01-12,104,0
2024-01-13,89,0
2024-01-14,50,0
2024-01-15,67,0
2024-01-16,68,0
2024-01-17,90,0
2024-01-18,71,0
2024-01-19,79,0
2024-01-20,66,0
2024-01-21,74,2
2024-01-22,77,0
2024-01-23,73,0
2024-01-24,102,0
2024-01-25,81,0
2024-01-26,106,0
2024-01-27,66,1
2024-01-28,92,0
2024-01-29,73,0
2024-01-30,72,0
2024-01-31,74,0
2024-02-01,83,0
2024-02-02,104,0
2024-02-03,110,0
2024-02-04,78,0
2024-02-05,91,0
2024-02-06,100,0
2024-02-07,87,0
2024-02-08,68,0
2024-02-09,101,0
2024-02-10,48,0
2024-02-11,87,0
2024-02-12,108,0
2024-02-13,40,0
2024-02-14,105,0
2024-02-15,69,0
2024-02-16,105,0
2024-02-17,83,0
2024-02-18,79,0
2024-02-19,64,1
2024-02-20,97,0
2024-02-21,69,0
2024-02-22,72,1
2024-02-23,58,0
2024-02-24,62,0
2024-02-25,99,0
2024-02-26,82,1
2024-02-27,111,0
2024-02-28,91,0
2024-02-29,100,0
2024-03-01,95,0
2024-03-02,68,0
2024-03-03,71,0
2024-03-04,80,0
2024-03-05,92,0
2024-03-06,102,0
2024-03-07,62,0
2024-03-08,117,0
2024-03-09,74,0
2024-03-10,51,0
2024-03-11,70,0
2024-03-12,81,0
2024-03-13,95,1
2024-03-14,80,0
2024-03-15,98,0
2024-03-16,85,0
2024-03-17,84,0
2024-03-18,80,0
2024-03-19,79,0
2024-03-20,83,0
2024-03-21,71,0
2024-03-22,75,0
2024-03-23,63,0
2024-03-24,94,0
2024-03-25,102,0
2024-03-26,93,0
2024-03-27,73,0
2024-03-28,100,0
2024-03-29,103,0
2024-03-30,86,0
2024-03-31,88,0
2024-04-01,72,0
2024-04-02,106,1
2024-04-03,93,0
2024-04-04,77,0
2024-04-05,66,0
2024-04-06,85,0
2024-04-07,100,0
2024-04-08,78,0
2024-04-09,78,0
2024-04-10,83,0
2024-04-11,67,0
2024-04-12,77,0
2024-04-13,73,2
2024-04-14,83,0
2024-04-15,89,0
2024-04-16,122,1
2024-04-17,98,0
2024-04-18,77,0
2024-04-19,82,0
2024-04-20,87,0
2024-04-21,79,0
2024-04-22,66,0
2024-04-23,42,0
2024-04-24,89,0
2024-04-25,89,0
2024-04-26,97,0
2024-04-27,56,0
2024-04-28,64,0
2024-04-29,100,0
2024-04-30,83,0
2024-05-01,105,0
2024-05-02,90,0
2024-05-03,105,0
2024-05-04,84,0
2024-05-05,102,0
2024-05-06,98,0
2024-05-07,100,0
2024-05-08,95,0
2024-05-09,68,1
2024-05-10,96,0
2024-05-11,82,0
2024-05-12,104,0
2024-05-13,99,0
2024-05-14,95,0
2024-05-15,105,0
2024-05-16,94,0
2024-05-17,103,0
2024-05-18,105,0
2024-05-19,103,0
2024-05-20,81,0
2024-05-21,112,0
2024-05-22,125,0
2024-05-23,93,0
2024-05-24,147,0
2024-05-25,83,0
2024-05-26,117,1
2024-05-27,72,0
2024-05-28,99,1
2024-05-29,108,0
2024-05-30,98,0
2024-05-31,95,0
2024-06-01,109,0
2024-06-02,79,0
2024-06-03,115,1
2024-06-04,105,0
2024-06-05,84,0
2024-06-06,91,0
2024-06-07,111,0
2024-06-08,113,0
2024-06-09,87,0
2024-06-10,103,1
2024-06-11,100,0
2024-06-12,110,0
2024-06-13,90,0
2024-06-14,117,0
2024-06-15,92,0
2024-06-16,95,0
2024-06-17,120,0
2024-06-18,127,0
2024-06-19,94,0
2024-06-20,123,0
2024-06-21,111,0
2024-06-22,96,0
2024-06-23,96,0
2024-06-24,102,0
2024-06-25,102,0
2024-06-26,113,1
2024-06-27,101,0
2024-06-28,124,0
2024-06-29,77,0
2024-06-30,119,0
2024-07-01,86,0
2024-07-02,105,0
2024-07-03,126,0
2024-07-04,89,4
2024-07-05,87,0
2024-07-06,76,0
2024-07-07,69,0
2024-07-08,79,0
2024-07-09,95,0
2024-07-10,107,0
2024-07-11,102,1
2024-07-12,78,0
2024-07-13,90,0
2024-07-14,84,1
2024-07-15,81,0
2024-07-16,96,0
2024-07-17,111,0
2024-07-18,86,0
2024-07-19,94,0
2024-07-20,94,1
2024-07-21,87,0
2024-07-22,88,0
2024-07-23,84,0
2024-07-24,79,0
2024-07-25,94,0
2024-07-26,106,0
2024-07-27,74,0
2024-07-28,81,0
2024-07-29,110,1
2024-07-30,96,0
2024-07-31,91,0
2024-08-01,95,0
2024-08-02,109,0
2024-08-03,119,0
2024-08-04,93,0
2024-08-05,111,0
2024-08-06,115,0
2024-08-07,86,0
2024-08-08,120,0
2024-08-09,80,0
2024-08-10,119,1
2024-08-11,104,0
2024-08-12,105,0
2024-08-13,82,0
2024-08-14,93,0
2024-08-15,95,0
2024-08-16,110,0
2024-08-17,98,0
2024-08-18,110,0
2024-08-19,84,0
2024-08-20,88,0
2024-08-21,104,0
2024-08-22,90,0
2024-08-23,105,1
2024-08-24,99,0
2024-08-25,83,0
2024-08-26,110,0
2024-08-27,82,0
2024-08-28,121,0
2024-08-29,95,0
2024-08-30,98,0
2024-08-31,98,0
2024-09-01,91,1
2024-09-02,94,0
2024-09-03,83,0
2024-09-04,101,0
2024-09-05,85,0
2024-09-06,93,0
2024-09-07,94,0
2024-09-08,99,0
2024-09-09,108,0
2024-09-10,113,0
2024-09-11,112,0
2024-09-12,106,0
2024-09-13,116,0
2024-09-14,127,0
2024-09-15,89,0
2024-09-16,106,0
2024-09-17,93,0
2024-09-18,102,0
2024-09-19,98,0
2024-09-20,94,0
2024-09-21,123,0
2024-09-22,95,0
2024-09-23,84,0
2024-09-24,94,0
2024-09-25,90,0
2024-09-26,94,0
2024-09-27,88,0
2024-09-28,88,0
2024-09-29,111,0
2024-09-30,78,0
2024-10-01,74,0
2024-10-02,75,0
2024-10-03,63,0
2024-10-04,101,0
2024-10-05,98,0
2024-10-06,115,0
2024-10-07,82,0
2024-10-08,100,0
2024-10-09,98,1
2024-10-10,115,0
2024-10-11,127,0
2024-10-12,102,2
2024-10-13,77,2
2024-10-14,87,0
2024-10-15,107,0
2024-10-16,108,0
2024-10-17,92,0
2024-10-18,80,0
2024-10-19,97,0
2024-10-20,87,0
2024-10-21,121,0
2024-10-22,109,0
2024-10-23,111,0
2024-10-24,88,0
2024-10-25,114,0
2024-10-26,123,0
2024-10-27,89,0
2024-10-28,119,0
2024-10-29,104,1
2024-10-30,91,1
2024-10-31,105,0
2024-11-01,125,0
2024-11-02,92,0
2024-11-03,111,0
2024-11-04,84,0
2024-11-05,82,0
2024-11-06,134,0
2024-11-07,89,0
2024-11-08,98,0
2024-11-09,71,0
2024-11-10,87,0
