,borough,year,month,vehicle,total_injured,total_killed,pedestrians_injured,pedestrians_killed,cyclist_injured,cyclist_killed,motorist_injured,motorist_killed
3244,Queens,2020,12,bike,6,0,1,0,5,0,0,0
3245,Queens,2020,12,other,33,0,3,0,8,0,22,0
3246,Queens,2020,12,sedan,283,1,43,0,21,0,219,1
3247,Queens,2020,12,suv,192,0,39,0,19,0,134,0
3248,Queens,2020,12,taxi,12,0,2,0,3,0,7,0
3249,Queens,2020,12,truck,12,0,3,0,1,0,8,0
3250,Queens,2021,1,bike,4,0,1,0,3,0,0,0
3251,Queens,2021,1,e-bike,2,0,0,0,2,0,0,0
3252,Queens,2021,1,other,23,0,4,0,3,0,16,0
3253,Queens,2021,1,sedan,212,0,21,0,14,0,177,0
3254,Queens,2021,1,suv,222,0,39,0,17,0,166,0
3255,Queens,2021,1,truck,15,2,6,0,1,0,8,2
3256,Queens,2021,2,bike,3,0,0,0,3,0,0,0
3257,Queens,2021,2,e-bike,2,0,1,0,1,0,0,0
3258,Queens,2021,2,other,15,0,6,0,0,0,9,0
3259,Queens,2021,2,sedan,193,0,24,0,11,0,158,0
3260,Queens,2021,2,suv,143,0,25,0,3,0,115,0
3261,Queens,2021,2,truck,16,0,2,0,0,0,14,0
3262,Queens,2021,3,bike,7,0,0,0,7,0,0,0
3263,Queens,2021,3,e-bike,10,0,2,0,1,0,3,0
3264,Queens,2021,3,other,46,0,5,0,4,0,36,0
3265,Queens,2021,3,sedan,222,0,34,0,17,0,171,0
3266,Queens,2021,3,suv,189,0,26,0,15,0,147,0
3267,Queens,2021,3,truck,15,0,5,0,0,0,10,0
3268,Queens,2021,4,bike,9,0,3,0,6,0,0,0
3269,Queens,2021,4,e-bike,13,0,1,0,3,0,0,0
3270,Queens,2021,4,other,53,0,6,0,5,0,37,0
3271,Queens,2021,4,sedan,312,1,42,0,24,0,236,1
3272,Queens,2021,4,suv,201,0,30,0,12,0,152,0
3273,Queens,2021,4,truck,15,0,5,0,1,0,9,0
3274,Queens,2021,5,bike,18,0,3,0,15,0,0,0
3275,Queens,2021,5,e-bike,17,1,1,1,4,0,1,0
3276,Queens,2021,5,other,44,0,4,0,5,0,26,0
3277,Queens,2021,5,sedan,373,0,46,0,25,0,291,0
3278,Queens,2021,5,suv,308,0,33,0,18,0,245,0
3279,Queens,2021,5,truck,31,0,4,0,3,0,23,0
3280,Queens,2021,6,bike,14,0,1,0,13,0,0,0
3281,Queens,2021,6,e-bike,16,0,6,0,2,0,0,0
3282,Queens,2021,6,other,69,0,9,0,3,0,48,0
3283,Queens,2021,6,sedan,394,0,39,0,28,0,307,0
3284,Queens,2021,6,suv,268,1,42,0,22,0,187,1
3285,Queens,2021,6,truck,19,0,2,0,4,0,13,0
3286,Queens,2021,7,bike,28,0,3,0,23,0,1,0
3287,Queens,2021,7,e-bike,14,0,3,0,2,0,1,0
3288,Queens,2021,7,other,46,0,8,0,1,0,33,0
3289,Queens,2021,7,sedan,353,2,35,0,19,0,287,2
3290,Queens,2021,7,suv,269,0,32,0,18,0,190,0
3291,Queens,2021,7,truck,46,0,5,0,4,0,36,0
3292,Queens,2021,8,bike,23,0,0,0,23,0,0,0
3293,Queens,2021,8,e-bike,15,0,1,0,5,0,0,0
3294,Queens,2021,8,other,65,0,5,0,3,0,54,0
3295,Queens,2021,8,sedan,310,0,33,0,19,0,247,0
3296,Queens,2021,8,suv,265,1,38,0,20,0,194,1
3297,Queens,2021,8,truck,15,0,4,0,0,0,11,0
3298,Queens,2021,9,bike,14,0,2,0,12,0,0,0
3299,Queens,2021,9,e-bike,19,0,6,0,3,0,0,0
3300,Queens,2021,9,other,76,0,7,0,1,0,62,0
3301,Queens,2021,9,sedan,369,0,48,0,23,0,279,0
3302,Queens,2021,9,suv,280,0,45,0,21,0,206,0
3303,Queens,2021,9,truck,22,0,4,0,2,0,16,0
3304,Queens,2021,10,bike,22,0,2,0,19,0,1,0
3305,Queens,2021,10,e-bike,10,0,5,0,3,0,0,0
3306,Queens,2021,10,other,65,0,11,0,2,0,43,0
3307,Queens,2021,10,sedan,365,0,49,0,30,0,272,0
3308,Queens,2021,10,suv,317,0,46,0,29,0,219,0
3309,Queens,2021,10,truck,24,0,8,0,2,0,14,0
3310,Queens,2021,11,bike,11,0,1,0,10,0,0,0
3311,Queens,2021,11,e-bike,7,0,1,0,1,0,0,0
3312,Queens,2021,11,other,55,0,7,0,0,0,39,0
3313,Queens,2021,11,sedan,379,0,56,0,30,0,277,0
3314,Queens,2021,11,suv,286,0,44,0,18,0,216,0
3315,Queens,2021,11,truck,20,0,7,0,3,0,8,0
3316,Queens,2021,12,bike,14,0,1,0,13,0,0,0
3317,Queens,2021,12,e-bike,13,0,3,0,2,0,0,0
3318,Queens,2021,12,other,48,0,10,0,1,0,35,0
3319,Queens,2021,12,sedan,293,0,55,0,14,0,212,0
3320,Queens,2021,12,suv,277,0,54,0,10,0,205,0
3321,Queens,2021,12,truck,17,0,3,0,3,0,8,0
3322,Queens,2022,1,bike,8,0,0,0,8,0,0,0
3323,Queens,2022,1,e-bike,6,0,2,0,3,0,0,0
3324,Queens,2022,1,other,22,0,3,0,0,0,16,0
3325,Queens,2022,1,sedan,231,0,52,0,6,0,167,0
3326,Queens,2022,1,suv,181,0,43,0,4,0,132,0
3327,Queens,2022,1,truck,20,0,5,0,0,0,15,0
3328,Queens,2022,2,bike,8,0,1,0,7,0,0,0
3329,Queens,2022,2,e-bike,7,0,1,0,0,0,0,0
3330,Queens,2022,2,other,40,1,5,0,1,0,32,1
3331,Queens,2022,2,sedan,218,1,49,0,6,0,154,1
3332,Queens,2022,2,suv,186,0,41,0,6,0,134,0
3333,Queens,2022,2,truck,13,0,1,0,2,0,9,0
3334,Queens,2022,3,bike,5,0,2,0,2,0,0,0
3335,Queens,2022,3,e-bike,15,0,1,0,5,0,0,0
3336,Queens,2022,3,other,48,0,6,0,0,0,33,0
3337,Queens,2022,3,sedan,289,0,60,0,9,0,208,0
3338,Queens,2022,3,suv,265,0,38,0,10,0,207,0
3339,Queens,2022,3,truck,19,0,3,0,0,0,16,0
3340,Queens,2022,4,bike,14,0,3,0,11,0,0,0
3341,Queens,2022,4,e-bike,10,0,1,0,3,0,0,0
3342,Queens,2022,4,other,38,0,7,0,3,0,26,0
3343,Queens,2022,4,sedan,284,0,50,0,7,0,214,0
3344,Queens,2022,4,suv,236,0,36,0,16,0,171,0
3345,Queens,2022,4,truck,7,0,0,0,0,0,7,0
3346,Queens,2022,5,bike,18,0,1,0,16,0,0,0
3347,Queens,2022,5,e-bike,12,0,2,0,1,0,0,0
3348,Queens,2022,5,other,59,0,12,0,2,0,42,0
3349,Queens,2022,5,sedan,285,0,33,0,18,0,226,0
3350,Queens,2022,5,suv,231,0,32,0,13,0,177,0
3351,Queens,2022,5,truck,7,0,1,0,1,0,3,0
3352,Queens,2022,6,bike,13,0,1,0,12,0,0,0
3353,Queens,2022,6,e-bike,21,0,3,0,3,0,0,0
3354,Queens,2022,6,other,66,0,9,0,6,0,43,0
3355,Queens,2022,6,sedan,374,0,42,0,30,0,284,0
3356,Queens,2022,6,suv,273,0,27,0,14,0,221,0
3357,Queens,2022,6,truck,22,0,4,0,1,0,15,0
3358,Queens,2022,7,bike,12,0,0,0,11,0,0,0
3359,Queens,2022,7,e-bike,12,0,1,0,3,0,0,0
3360,Queens,2022,7,other,74,1,9,0,2,0,49,1
3361,Queens,2022,7,sedan,375,0,42,0,34,0,289,0
3362,Queens,2022,7,suv,245,0,30,0,18,0,182,0
3363,Queens,2022,7,truck,23,0,2,0,2,0,19,0
3364,Queens,2022,8,bike,16,0,2,0,14,0,0,0
3365,Queens,2022,8,e-bike,19,0,6,0,3,0,1,0
3366,Queens,2022,8,other,65,0,9,0,2,0,47,0
3367,Queens,2022,8,sedan,373,1,54,1,34,0,263,0
3368,Queens,2022,8,suv,265,0,41,0,28,0,175,0
3369,Queens,2022,8,truck,17,0,0,0,4,0,13,0
3370,Queens,2022,9,bike,21,0,1,0,20,0,0,0
3371,Queens,2022,9,e-bike,21,0,6,0,4,0,2,0
3372,Queens,2022,9,other,84,0,11,0,3,0,58,0
3373,Queens,2022,9,sedan,332,0,42,0,22,0,253,0
3374,Queens,2022,9,suv,283,1,46,1,37,0,186,0
3375,Queens,2022,9,truck,22,0,2,0,2,0,15,0
3376,Queens,2022,10,bike,21,0,2,0,19,0,0,0
3377,Queens,2022,10,e-bike,7,0,1,0,1,0,1,0
3378,Queens,2022,10,other,72,0,9,0,3,0,51,0
3379,Queens,2022,10,sedan,322,0,72,0,27,0,215,0
3380,Queens,2022,10,suv,258,0,67,0,16,0,160,0
3381,Queens,2022,10,truck,13,0,2,0,0,0,10,0
3382,Queens,2022,11,bike,20,0,2,0,18,0,0,0
3383,Queens,2022,11,e-bike,10,0,4,0,0,0,0,0
3384,Queens,2022,11,other,38,0,7,0,0,0,26,0
3385,Queens,2022,11,sedan,336,0,79,0,18,0,229,0
3386,Queens,2022,11,suv,269,0,53,0,20,0,181,0
3387,Queens,2022,11,truck,25,0,2,0,1,0,22,0
3388,Queens,2022,12,bike,9,0,1,0,7,0,1,0
3389,Queens,2022,12,e-bike,6,0,0,0,1,0,0,0
3390,Queens,2022,12,other,49,0,13,0,1,0,28,0
3391,Queens,2022,12,sedan,335,0,83,0,10,0,234,0
3392,Queens,2022,12,suv,252,0,68,0,10,0,170,0
3393,Queens,2022,12,truck,15,0,6,0,1,0,8,0
3394,Queens,2023,1,bike,8,0,2,0,6,0,0,0
3395,Queens,2023,1,motorcycle,4,0,1,0,0,0,3,0
3396,Queens,2023,1,other,74,0,11,0,7,0,46,0
3397,Queens,2023,1,sedan,302,0,80,0,11,0,202,0
3398,Queens,2023,1,suv,215,0,53,0,11,0,143,0
3399,Queens,2023,1,truck,22,0,5,0,0,0,17,0
3400,Queens,2023,2,bike,7,0,0,0,7,0,0,0
3401,Queens,2023,2,motorcycle,4,0,0,0,0,0,4,0
3402,Queens,2023,2,other,41,0,7,0,3,0,22,0
3403,Queens,2023,2,sedan,265,0,57,0,11,0,190,0
3404,Queens,2023,2,suv,249,1,45,1,12,0,188,0
3405,Queens,2023,2,truck,18,0,7,0,0,0,11,0
3406,Queens,2023,3,bike,14,0,0,0,14,0,0,0
3407,Queens,2023,3,motorcycle,5,0,0,0,0,0,5,0
3408,Queens,2023,3,other,67,0,13,0,5,0,38,0
3409,Queens,2023,3,sedan,290,0,50,0,14,0,221,0
3410,Queens,2023,3,suv,291,0,61,0,10,0,211,0
3411,Queens,2023,3,truck,17,0,5,0,0,0,10,0
3412,Queens,2023,4,bike,12,0,2,0,10,0,0,0
3413,Queens,2023,4,motorcycle,13,0,0,0,1,0,12,0
3414,Queens,2023,4,other,93,0,10,0,4,0,67,0
3415,Queens,2023,4,sedan,263,0,36,0,15,0,208,0
3416,Queens,2023,4,suv,303,0,40,0,23,0,230,0
3417,Queens,2023,4,truck,17,0,2,0,1,0,13,0
3418,Queens,2023,5,bike,24,0,2,0,21,0,1,0
3419,Queens,2023,5,motorcycle,16,0,1,0,0,0,15,0
3420,Queens,2023,5,other,82,0,10,0,9,0,42,0
3421,Queens,2023,5,sedan,371,1,54,0,31,0,270,1
3422,Queens,2023,5,suv,269,0,50,0,21,0,190,0
3423,Queens,2023,5,truck,40,0,6,0,1,0,33,0
3424,Queens,2023,6,bike,14,0,3,0,11,0,0,0
3425,Queens,2023,6,motorcycle,12,0,1,0,0,0,11,0
3426,Queens,2023,6,other,59,0,10,0,2,0,39,0
3427,Queens,2023,6,sedan,347,0,39,0,32,0,264,0
3428,Queens,2023,6,suv,298,0,34,0,16,0,231,0
3429,Queens,2023,6,truck,19,0,6,0,3,0,10,0
3430,Queens,2023,7,bike,20,0,2,0,18,0,0,0
3431,Queens,2023,7,motorcycle,20,1,2,0,0,0,18,1
3432,Queens,2023,7,other,84,0,17,0,5,0,45,0
3433,Queens,2023,7,sedan,391,1,42,0,35,0,302,1
3434,Queens,2023,7,suv,291,0,38,0,20,0,219,0
3435,Queens,2023,7,truck,19,0,3,0,0,0,16,0
3436,Queens,2023,8,bike,26,0,2,0,24,0,0,0
3437,Queens,2023,8,motorcycle,21,0,1,0,1,0,18,0
3438,Queens,2023,8,other,64,0,8,0,1,0,37,0
3439,Queens,2023,8,sedan,387,0,31,0,27,0,308,0
3440,Queens,2023,8,suv,257,0,39,0,21,0,185,0
3441,Queens,2023,8,truck,36,0,2,0,1,0,33,0
3442,Queens,2023,9,bike,15,0,0,0,15,0,0,0
3443,Queens,2023,9,motorcycle,13,0,2,0,0,0,11,0
3444,Queens,2023,9,other,86,0,7,0,16,0,50,0
3445,Queens,2023,9,sedan,385,0,60,0,28,0,286,0
3446,Queens,2023,9,suv,284,0,46,0,19,0,209,0
3447,Queens,2023,9,truck,20,0,7,0,4,0,8,0
3448,Queens,2023,10,bike,20,0,2,0,17,0,0,0
3449,Queens,2023,10,motorcycle,14,0,0,0,0,0,14,0
3450,Queens,2023,10,other,92,0,14,0,2,0,59,0
3451,Queens,2023,10,sedan,396,0,68,0,27,0,286,0
3452,Queens,2023,10,suv,348,1,73,0,26,0,233,1
3453,Queens,2023,10,truck,31,0,3,0,2,0,25,0
3454,Queens,2023,11,bike,14,0,1,0,13,0,0,0
3455,Queens,2023,11,motorcycle,15,0,0,0,1,0,14,0
3456,Queens,2023,11,other,74,0,17,0,1,0,47,0
3457,Queens,2023,11,sedan,374,0,80,0,14,0,268,0
3458,Queens,2023,11,suv,297,0,80,0,19,0,190,0
3459,Queens,2023,11,truck,22,0,5,0,3,0,11,0
3460,Queens,2023,12,bike,8,0,0,0,8,0,0,0
3461,Queens,2023,12,motorcycle,16,0,0,0,1,0,15,0
3462,Queens,2023,12,other,85,0,9,0,2,0,63,0
3463,Queens,2023,12,sedan,369,1,75,0,19,0,262,1
3464,Queens,2023,12,suv,311,0,94,0,12,0,198,0
3465,Queens,2023,12,truck,26,1,3,0,2,0,17,1
3466,Queens,2024,1,bike,7,0,0,0,7,0,0,0
3467,Queens,2024,1,moped,13,0,2,0,0,0,11,0
3468,Queens,2024,1,other,48,0,12,0,3,0,25,0
3469,Queens,2024,1,sedan,353,0,74,0,14,0,258,0
3470,Queens,2024,1,suv,250,0,71,0,5,0,169,0
3471,Queens,2024,1,truck,20,0,7,0,1,0,11,0
3472,Queens,2024,2,bike,9,0,0,0,6,0,3,0
3473,Queens,2024,2,moped,11,0,1,0,0,0,10,0
3474,Queens,2024,2,other,48,0,10,0,4,0,26,0
3475,Queens,2024,2,sedan,345,2,57,0,8,0,270,2
3476,Queens,2024,2,suv,288,0,73,0,15,0,197,0
3477,Queens,2024,2,truck,16,0,5,0,2,0,9,0
3478,Queens,2024,3,bike,12,0,0,0,12,0,0,0
3479,Queens,2024,3,moped,10,0,1,0,0,0,9,0
3480,Queens,2024,3,other,73,0,14,0,2,0,45,0
3481,Queens,2024,3,sedan,336,0,57,0,12,0,257,0
3482,Queens,2024,3,suv,264,0,50,0,14,0,194,0
3483,Queens,2024,3,truck,25,1,13,1,1,0,11,0
3484,Queens,2024,4,bike,16,0,1,0,15,0,0,0
3485,Queens,2024,4,moped,15,1,1,1,1,0,13,0
3486,Queens,2024,4,other,62,0,9,0,17,0,27,0
3487,Queens,2024,4,sedan,296,0,54,0,16,0,223,0
3488,Queens,2024,4,suv,255,0,45,0,13,0,190,0
3489,Queens,2024,4,truck,26,0,5,0,1,0,20,0
3490,Queens,2024,5,bike,15,0,1,0,13,0,1,0
3491,Queens,2024,5,moped,25,0,5,0,0,0,20,0
3492,Queens,2024,5,other,95,0,12,0,5,0,67,0
3493,Queens,2024,5,sedan,385,0,51,0,24,0,300,0
3494,Queens,2024,5,suv,310,0,45,0,16,0,241,0
3495,Queens,2024,5,truck,28,0,7,0,1,0,18,0
3496,Queens,2024,6,bike,33,0,4,0,29,0,0,0
3497,Queens,2024,6,moped,14,0,5,0,0,0,9,0
3498,Queens,2024,6,other,119,2,14,2,8,0,83,0
3499,Queens,2024,6,sedan,422,0,60,0,34,0,311,0
3500,Queens,2024,6,suv,305,0,47,0,28,0,221,0
3501,Queens,2024,6,truck,25,0,6,0,1,0,18,0
3502,Queens,2024,7,bike,23,0,1,0,22,0,0,0
3503,Queens,2024,7,moped,22,0,10,0,0,0,12,0
3504,Queens,2024,7,other,75,0,12,0,4,0,44,0
3505,Queens,2024,7,sedan,325,0,31,0,33,0,242,0
3506,Queens,2024,7,suv,242,0,27,0,18,0,186,0
3507,Queens,2024,7,truck,29,0,2,0,3,0,24,0
3508,Queens,2024,8,bike,21,0,4,0,16,0,1,0
3509,Queens,2024,8,moped,19,0,4,0,1,0,14,0
3510,Queens,2024,8,other,95,1,18,0,7,0,58,1
3511,Queens,2024,8,sedan,433,0,46,0,38,0,339,0
3512,Queens,2024,8,suv,282,0,34,0,18,0,216,0
3513,Queens,2024,8,truck,24,0,1,0,0,0,23,0
3514,Queens,2024,9,bike,22,0,1,0,21,0,0,0
3515,Queens,2024,9,moped,17,0,1,0,0,0,16,0
3516,Queens,2024,9,other,107,0,18,0,13,0,59,0
3517,Queens,2024,9,sedan,376,0,49,0,27,0,284,0
3518,Queens,2024,9,suv,285,0,35,0,23,0,209,0
3519,Queens,2024,9,truck,30,0,4,0,6,0,20,0
3520,Queens,2024,10,bike,23,0,2,0,21,0,0,0
3521,Queens,2024,10,moped,13,0,3,0,1,0,9,0
3522,Queens,2024,10,other,72,0,14,0,14,0,34,0
3523,Queens,2024,10,sedan,386,0,74,0,39,0,267,0
3524,Queens,2024,10,suv,317,0,61,0,24,0,219,0
3525,Queens,2024,10,truck,24,0,3,0,2,0,18,0
3526,Queens,2024,11,bike,5,0,1,0,4,0,0,0
3527,Queens,2024,11,moped,2,0,0,0,0,0,2,0
3528,Queens,2024,11,other,31,0,7,0,0,0,22,0
3529,Queens,2024,11,sedan,124,0,27,0,8,0,87,0
3530,Queens,2024,11,suv,94,0,20,0,6,0,66,0
3531,Queens,2024,11,truck,10,0,4,0,0,0,6,0
3532,Staten Island,2012,7,bus,3,0,1,0,0,0,2,0
3533,Staten Island,2012,7,motorcycle,5,0,0,0,0,0,5,0
3534,Staten Island,2012,7,other,10,0,3,0,2,0,5,0
3535,Staten Island,2012,7,passenger vehicle,123,0,11,0,5,0,107,0
3536,Staten Island,2012,7,suv,37,0,5,0,1,0,31,0
3537,Staten Island,2012,7,van,6,0,0,0,0,0,6,0
3538,Staten Island,2012,8,bus,3,0,0,0,0,0,3,0
3539,Staten Island,2012,8,motorcycle,2,0,1,0,0,0,1,0
3540,Staten Island,2012,8,other,10,0,7,0,0,0,3,0
3541,Staten Island,2012,8,passenger vehicle,168,0,17,0,6,0,145,0
3542,Staten Island,2012,8,suv,37,2,4,0,2,0,31,2
3543,Staten Island,2012,9,bus,1,0,0,0,0,0,1,0
3544,Staten Island,2012,9,motorcycle,2,0,0,0,0,0,2,0
3545,Staten Island,2012,9,other,11,0,0,0,2,0,9,0
3546,Staten Island,2012,9,passenger vehicle,134,0,18,0,2,0,114,0
3547,Staten Island,2012,9,suv,56,0,5,0,2,0,49,0
3548,Staten Island,2012,9,van,3,0,0,0,0,0,3,0
3549,Staten Island,2012,10,bus,8,0,0,0,0,0,8,0
3550,Staten Island,2012,10,motorcycle,3,0,0,0,0,0,3,0
3551,Staten Island,2012,10,other,4,0,2,0,1,0,1,0
3552,Staten Island,2012,10,passenger vehicle,151,0,21,0,1,0,129,0
3553,Staten Island,2012,10,suv,57,0,5,0,0,0,52,0
3554,Staten Island,2012,10,van,2,0,0,0,0,0,2,0
3555,Staten Island,2012,11,bus,1,0,0,0,0,0,1,0
3556,Staten Island,2012,11,other,17,0,7,0,1,0,9,0
3557,Staten Island,2012,11,passenger vehicle,152,0,29,0,1,0,122,0
3558,Staten Island,2012,11,suv,28,0,8,0,1,0,19,0
3559,Staten Island,2012,11,van,7,0,3,0,0,0,4,0
3560,Staten Island,2012,12,bus,4,0,1,0,0,0,3,0
3561,Staten Island,2012,12,other,12,0,8,0,0,0,4,0
3562,Staten Island,2012,12,passenger vehicle,121,0,33,0,0,0,88,0
3563,Staten Island,2012,12,suv,66,0,12,0,0,0,54,0
3564,Staten Island,2012,12,van,1,0,0,0,0,0,1,0
3565,Staten Island,2013,1,bus,1,0,0,0,0,0,1,0
3566,Staten Island,2013,1,other,8,0,5,0,0,0,3,0
3567,Staten Island,2013,1,passenger vehicle,110,0,22,0,0,0,88,0
3568,Staten Island,2013,1,suv,53,0,13,0,0,0,40,0
3569,Staten Island,2013,1,truck,8,0,0,0,0,0,8,0
3570,Staten Island,2013,2,bus,1,0,1,0,0,0,0,0
3571,Staten Island,2013,2,other,6,0,5,0,0,0,1,0
3572,Staten Island,2013,2,passenger vehicle,108,0,15,0,0,0,93,0
3573,Staten Island,2013,2,suv,39,1,4,1,0,0,35,0
3574,Staten Island,2013,2,truck,3,0,1,0,0,0,2,0
3575,Staten Island,2013,3,bus,3,0,0,0,0,0,3,0
3576,Staten Island,2013,3,other,7,0,3,0,0,0,4,0
3577,Staten Island,2013,3,passenger vehicle,137,0,14,0,1,0,122,0
3578,Staten Island,2013,3,suv,54,0,5,0,1,0,48,0
3579,Staten Island,2013,3,truck,7,0,0,0,0,0,7,0
3580,Staten Island,2013,4,bus,6,0,0,0,0,0,6,0
3581,Staten Island,2013,4,motorcycle,5,0,0,0,0,0,5,0
3582,Staten Island,2013,4,other,16,0,6,0,1,0,9,0
3583,Staten Island,2013,4,passenger vehicle,146,0,10,0,2,0,134,0
3584,Staten Island,2013,4,suv,48,0,13,0,1,0,34,0
3585,Staten Island,2013,5,bus,3,0,0,0,0,0,3,0
3586,Staten Island,2013,5,motorcycle,1,0,0,0,0,0,1,0
3587,Staten Island,2013,5,other,13,0,8,0,2,0,3,0
3588,Staten Island,2013,5,passenger vehicle,140,0,18,0,2,0,120,0
3589,Staten Island,2013,5,suv,48,0,8,0,0,0,40,0
3590,Staten Island,2013,5,truck,5,0,0,0,0,0,5,0
3591,Staten Island,2013,6,motorcycle,3,0,0,0,0,0,3,0
3592,Staten Island,2013,6,other,6,0,2,0,0,0,4,0
3593,Staten Island,2013,6,passenger vehicle,161,0,17,0,5,0,139,0
3594,Staten Island,2013,6,suv,72,0,8,0,0,0,64,0
3595,Staten Island,2013,6,truck,4,0,0,0,0,0,4,0
3596,Staten Island,2013,7,bus,6,0,0,0,0,0,6,0
3597,Staten Island,2013,7,motorcycle,1,0,0,0,0,0,1,0
3598,Staten Island,2013,7,other,22,0,5,0,0,0,17,0
3599,Staten Island,2013,7,passenger vehicle,102,0,16,0,1,0,85,0
3600,Staten Island,2013,7,suv,35,0,7,0,0,0,28,0
3601,Staten Island,2013,7,truck,2,0,0,0,0,0,2,0
3602,Staten Island,2013,8,bus,1,0,1,0,0,0,0,0
3603,Staten Island,2013,8,motorcycle,4,0,0,0,0,0,4,0
3604,Staten Island,2013,8,other,10,1,3,1,1,0,6,0
3605,Staten Island,2013,8,passenger vehicle,92,0,16,0,2,0,74,0
3606,Staten Island,2013,8,suv,30,0,2,0,2,0,26,0
3607,Staten Island,2013,8,truck,8,0,1,0,0,0,7,0
3608,Staten Island,2013,9,bus,2,0,0,0,0,0,2,0
3609,Staten Island,2013,9,motorcycle,2,0,0,0,0,0,2,0
3610,Staten Island,2013,9,other,6,0,1,0,1,0,4,0
3611,Staten Island,2013,9,passenger vehicle,91,0,6,0,5,0,80,0
3612,Staten Island,2013,9,suv,33,0,5,0,1,0,27,0
3613,Staten Island,2013,9,truck,1,0,0,0,0,0,1,0
3614,Staten Island,2013,10,bus,8,0,0,0,0,0,8,0
3615,Staten Island,2013,10,motorcycle,2,0,0,0,0,0,2,0
3616,Staten Island,2013,10,other,7,0,3,0,2,0,2,0
3617,Staten Island,2013,10,passenger vehicle,84,0,16,0,2,0,66,0
3618,Staten Island,2013,10,suv,55,0,11,0,2,0,42,0
3619,Staten Island,2013,11,bus,3,0,0,0,0,0,3,0
3620,Staten Island,2013,11,motorcycle,1,0,0,0,0,0,1,0
3621,Staten Island,2013,11,other,8,0,3,0,0,0,5,0
3622,Staten Island,2013,11,passenger vehicle,96,0,16,0,1,0,79,0
3623,Staten Island,2013,11,suv,45,0,5,0,0,0,40,0
3624,Staten Island,2013,11,truck,2,0,1,0,0,0,1,0
3625,Staten Island,2013,12,bus,1,0,0,0,0,0,1,0
3626,Staten Island,2013,12,other,4,0,2,0,0,0,2,0
3627,Staten Island,2013,12,passenger vehicle,83,1,15,0,0,0,68,1
3628,Staten Island,2013,12,suv,37,1,3,1,0,0,34,0
3629,Staten Island,2013,12,truck,4,0,0,0,0,0,4,0
3630,Staten Island,2014,1,bus,1,0,0,0,0,0,1,0
3631,Staten Island,2014,1,other,12,0,8,0,0,0,4,0
3632,Staten Island,2014,1,passenger vehicle,81,1,19,0,1,0,61,1
3633,Staten Island,2014,1,suv,40,0,4,0,0,0,36,0
3634,Staten Island,2014,1,truck,3,0,0,0,0,0,3,0
3635,Staten Island,2014,1,van,1,0,0,0,0,0,1,0
3636,Staten Island,2014,2,bus,1,0,1,0,0,0,0,0
3637,Staten Island,2014,2,other,10,0,4,0,0,0,6,0
3638,Staten Island,2014,2,passenger vehicle,58,0,8,0,1,0,49,0
3639,Staten Island,2014,2,suv,41,0,9,0,0,0,32,0
3640,Staten Island,2014,2,truck,4,0,0,0,0,0,4,0
3641,Staten Island,2014,2,van,1,0,0,0,0,0,1,0
3642,Staten Island,2014,3,bus,3,0,0,0,0,0,3,0
3643,Staten Island,2014,3,other,5,0,4,0,0,0,1,0
3644,Staten Island,2014,3,passenger vehicle,68,0,13,0,1,0,54,0
3645,Staten Island,2014,3,suv,34,0,4,0,0,0,30,0
3646,Staten Island,2014,3,van,4,0,2,0,0,0,2,0
3647,Staten Island,2014,4,bus,4,0,1,0,0,0,3,0
3648,Staten Island,2014,4,other,2,0,0,0,2,0,0,0
3649,Staten Island,2014,4,passenger vehicle,56,0,8,0,2,0,46,0
3650,Staten Island,2014,4,suv,47,0,14,0,0,0,33,0
3651,Staten Island,2014,4,truck,4,0,1,0,0,0,3,0
3652,Staten Island,2014,4,van,3,0,1,0,0,0,2,0
3653,Staten Island,2014,5,bus,1,0,0,0,0,0,1,0
3654,Staten Island,2014,5,other,2,0,0,0,0,0,2,0
3655,Staten Island,2014,5,passenger vehicle,75,0,8,0,1,0,66,0
3656,Staten Island,2014,5,suv,43,0,7,0,0,0,36,0
3657,Staten Island,2014,5,truck,2,0,0,0,0,0,2,0
3658,Staten Island,2014,5,van,1,0,0,0,0,0,1,0
3659,Staten Island,2014,6,bus,2,0,0,0,0,0,2,0
3660,Staten Island,2014,6,other,7,0,3,0,1,0,3,0
3661,Staten Island,2014,6,passenger vehicle,81,1,11,1,4,0,66,0
3662,Staten Island,2014,6,suv,50,0,3,0,0,0,47,0
3663,Staten Island,2014,6,van,2,0,2,0,0,0,0,0
3664,Staten Island,2014,7,bus,4,0,0,0,0,0,4,0
3665,Staten Island,2014,7,other,7,0,1,0,1,0,5,0
3666,Staten Island,2014,7,passenger vehicle,76,0,9,0,4,0,63,0
3667,Staten Island,2014,7,suv,38,0,2,0,1,0,35,0
3668,Staten Island,2014,7,truck,2,0,0,0,0,0,2,0
3669,Staten Island,2014,7,van,3,0,0,0,0,0,3,0
3670,Staten Island,2014,8,bus,1,0,1,0,0,0,0,0
3671,Staten Island,2014,8,other,10,0,1,0,2,0,7,0
3672,Staten Island,2014,8,passenger vehicle,89,0,7,0,3,0,79,0
3673,Staten Island,2014,8,suv,41,0,3,0,2,0,36,0
3674,Staten Island,2014,8,truck,2,0,0,0,0,0,2,0
3675,Staten Island,2014,8,van,2,0,0,0,0,0,2,0
3676,Staten Island,2014,9,bus,2,0,1,0,0,0,1,0
