,borough,year,month,vehicle,total_injured,total_killed,pedestrians_injured,pedestrians_killed,cyclist_injured,cyclist_killed,motorist_injured,motorist_killed
0,Bronx,2012,7,delivery vehicle,25,0,3,0,1,0,21,0
1,Bronx,2012,7,other,73,0,17,0,7,0,49,0
2,Bronx,2012,7,passenger vehicle,321,2,63,0,23,0,235,2
3,Bronx,2012,7,suv,85,1,15,1,6,0,64,0
4,Bronx,2012,7,taxi,15,0,3,0,0,0,12,0
5,Bronx,2012,7,van,29,0,9,0,1,0,19,0
6,Bronx,2012,8,delivery vehicle,17,0,5,0,0,0,12,0
7,Bronx,2012,8,other,50,0,14,0,12,0,24,0
8,Bronx,2012,8,passenger vehicle,283,2,58,0,17,0,208,2
9,Bronx,2012,8,suv,95,0,18,0,4,0,73,0
10,Bronx,2012,8,taxi,10,0,5,0,2,0,3,0
11,Bronx,2012,8,van,11,0,2,0,1,0,8,0
12,Bronx,2012,9,delivery vehicle,21,0,7,0,0,0,14,0
13,Bronx,2012,9,other,69,0,20,0,3,0,46,0
14,Bronx,2012,9,passenger vehicle,263,0,62,0,24,0,177,0
15,Bronx,2012,9,suv,83,0,24,0,4,0,55,0
16,Bronx,2012,9,taxi,19,0,4,0,1,0,14,0
17,Bronx,2012,9,van,9,0,4,0,1,0,4,0
18,Bronx,2012,10,delivery vehicle,17,0,5,0,0,0,12,0
19,Bronx,2012,10,other,59,0,23,0,2,0,34,0
20,Bronx,2012,10,passenger vehicle,288,1,57,0,14,0,217,1
21,Bronx,2012,10,suv,78,0,23,0,4,0,51,0
22,Bronx,2012,10,taxi,9,0,2,0,0,0,7,0
23,Bronx,2012,10,van,11,0,4,0,0,0,7,0
24,Bronx,2012,11,delivery vehicle,13,0,5,0,1,0,7,0
25,Bronx,2012,11,other,67,0,27,0,3,0,37,0
26,Bronx,2012,11,passenger vehicle,260,0,68,0,8,0,184,0
27,Bronx,2012,11,suv,46,0,19,0,0,0,27,0
28,Bronx,2012,11,taxi,15,0,6,0,0,0,9,0
29,Bronx,2012,11,van,15,0,5,0,0,0,10,0
30,Bronx,2012,12,delivery vehicle,38,0,9,0,1,0,28,0
31,Bronx,2012,12,other,53,0,29,0,2,0,22,0
32,Bronx,2012,12,passenger vehicle,291,0,95,0,8,0,188,0
33,Bronx,2012,12,suv,115,0,35,0,2,0,78,0
34,Bronx,2012,12,taxi,14,0,3,0,2,0,9,0
35,Bronx,2012,12,van,11,0,5,0,1,0,5,0
36,Bronx,2013,1,delivery vehicle,21,0,4,0,0,0,17,0
37,Bronx,2013,1,other,56,0,28,0,0,0,28,0
38,Bronx,2013,1,passenger vehicle,230,1,67,1,5,0,158,0
39,Bronx,2013,1,suv,95,0,25,0,3,0,67,0
40,Bronx,2013,1,taxi,7,0,5,0,0,0,2,0
41,Bronx,2013,1,van,26,0,6,0,0,0,20,0
42,Bronx,2013,2,delivery vehicle,23,0,3,0,1,0,19,0
43,Bronx,2013,2,other,72,0,32,0,2,0,38,0
44,Bronx,2013,2,passenger vehicle,248,0,59,0,5,0,184,0
45,Bronx,2013,2,suv,94,0,31,0,0,0,63,0
46,Bronx,2013,2,taxi,16,0,5,0,0,0,11,0
47,Bronx,2013,2,van,15,0,7,0,0,0,8,0
48,Bronx,2013,3,delivery vehicle,22,0,8,0,1,0,13,0
49,Bronx,2013,3,other,60,0,26,0,1,0,33,0
50,Bronx,2013,3,passenger vehicle,280,0,75,0,7,0,198,0
51,Bronx,2013,3,suv,87,0,28,0,3,0,56,0
52,Bronx,2013,3,taxi,15,0,5,0,1,0,9,0
53,Bronx,2013,3,van,18,0,7,0,0,0,11,0
54,Bronx,2013,4,delivery vehicle,20,0,1,0,0,0,19,0
55,Bronx,2013,4,other,63,0,27,0,3,0,33,0
56,Bronx,2013,4,passenger vehicle,286,0,80,0,14,0,192,0
57,Bronx,2013,4,suv,107,0,17,0,4,0,86,0
58,Bronx,2013,4,taxi,15,0,4,0,1,0,10,0
59,Bronx,2013,4,van,13,0,4,0,1,0,8,0
60,Bronx,2013,5,delivery vehicle,17,0,4,0,0,0,13,0
61,Bronx,2013,5,other,96,0,34,0,8,0,54,0
62,Bronx,2013,5,passenger vehicle,289,0,72,0,15,0,202,0
63,Bronx,2013,5,suv,147,1,32,1,0,0,115,0
64,Bronx,2013,5,taxi,10,0,4,0,2,0,4,0
65,Bronx,2013,5,van,14,0,3,0,1,0,10,0
66,Bronx,2013,6,delivery vehicle,28,0,5,0,3,0,20,0
67,Bronx,2013,6,other,96,0,28,0,5,0,63,0
68,Bronx,2013,6,passenger vehicle,326,1,52,1,27,0,247,0
69,Bronx,2013,6,suv,86,0,27,0,7,0,52,0
70,Bronx,2013,6,taxi,19,1,13,0,2,0,4,1
71,Bronx,2013,6,van,19,0,6,0,1,0,12,0
72,Bronx,2013,7,delivery vehicle,24,0,2,0,3,0,19,0
73,Bronx,2013,7,other,79,0,18,0,8,0,53,0
74,Bronx,2013,7,passenger vehicle,343,0,60,0,28,0,255,0
75,Bronx,2013,7,suv,123,0,22,0,6,0,95,0
76,Bronx,2013,7,taxi,18,0,7,0,0,0,11,0
77,Bronx,2013,7,van,16,0,4,0,3,0,9,0
78,Bronx,2013,8,delivery vehicle,21,0,6,0,0,0,15,0
79,Bronx,2013,8,other,61,0,23,0,11,0,27,0
80,Bronx,2013,8,passenger vehicle,295,0,63,0,20,0,212,0
81,Bronx,2013,8,suv,93,0,20,0,13,0,60,0
82,Bronx,2013,8,taxi,14,0,4,0,1,0,9,0
83,Bronx,2013,8,van,15,0,3,0,1,0,11,0
84,Bronx,2013,9,delivery vehicle,18,0,2,0,1,0,15,0
85,Bronx,2013,9,other,96,0,29,0,4,0,63,0
86,Bronx,2013,9,passenger vehicle,337,0,81,0,23,0,233,0
87,Bronx,2013,9,suv,91,0,20,0,5,0,66,0
88,Bronx,2013,9,taxi,19,0,3,0,2,0,14,0
89,Bronx,2013,9,van,16,0,6,0,1,0,9,0
90,Bronx,2013,10,delivery vehicle,23,0,6,0,0,0,17,0
91,Bronx,2013,10,other,80,0,25,0,5,0,50,0
92,Bronx,2013,10,passenger vehicle,297,0,83,0,10,0,204,0
93,Bronx,2013,10,suv,109,0,33,0,6,0,70,0
94,Bronx,2013,10,taxi,14,0,2,0,1,0,11,0
95,Bronx,2013,10,van,5,0,1,0,0,0,4,0
96,Bronx,2013,11,delivery vehicle,18,0,8,0,1,0,9,0
97,Bronx,2013,11,other,67,0,30,0,0,0,37,0
98,Bronx,2013,11,passenger vehicle,297,0,71,0,2,0,224,0
99,Bronx,2013,11,suv,113,1,30,1,5,0,78,0
100,Bronx,2013,11,taxi,19,0,5,0,1,0,13,0
101,Bronx,2013,11,van,19,0,8,0,1,0,10,0
102,Bronx,2013,12,delivery vehicle,5,0,3,0,0,0,2,0
103,Bronx,2013,12,other,93,1,36,0,0,0,57,1
104,Bronx,2013,12,passenger vehicle,270,0,81,0,7,0,182,0
105,Bronx,2013,12,suv,83,0,34,0,1,0,48,0
106,Bronx,2013,12,taxi,17,0,3,0,1,0,13,0
107,Bronx,2013,12,van,10,0,3,0,0,0,7,0
108,Bronx,2014,1,delivery vehicle,29,0,6,0,0,0,23,0
109,Bronx,2014,1,other,56,0,27,0,0,0,29,0
110,Bronx,2014,1,passenger vehicle,239,0,62,0,3,0,174,0
111,Bronx,2014,1,suv,129,0,30,0,3,0,96,0
112,Bronx,2014,1,taxi,7,0,3,0,0,0,4,0
113,Bronx,2014,1,van,16,0,4,0,0,0,12,0
114,Bronx,2014,2,delivery vehicle,5,0,0,0,0,0,5,0
115,Bronx,2014,2,other,68,0,28,0,1,0,39,0
116,Bronx,2014,2,passenger vehicle,164,0,47,0,2,0,115,0
117,Bronx,2014,2,suv,66,0,18,0,1,0,47,0
118,Bronx,2014,2,taxi,21,0,3,0,0,0,18,0
119,Bronx,2014,2,van,5,0,0,0,0,0,5,0
120,Bronx,2014,3,delivery vehicle,16,0,2,0,0,0,14,0
121,Bronx,2014,3,other,74,0,28,0,1,0,45,0
122,Bronx,2014,3,passenger vehicle,227,0,60,0,6,0,161,0
123,Bronx,2014,3,suv,89,0,32,0,3,0,54,0
124,Bronx,2014,3,taxi,11,0,1,0,1,0,9,0
125,Bronx,2014,3,van,13,0,4,0,0,0,9,0
126,Bronx,2014,4,delivery vehicle,18,0,3,0,1,0,14,0
127,Bronx,2014,4,other,78,0,30,0,5,0,43,0
128,Bronx,2014,4,passenger vehicle,223,2,58,1,11,0,154,1
129,Bronx,2014,4,suv,84,0,32,0,2,0,50,0
130,Bronx,2014,4,taxi,8,0,2,0,1,0,5,0
131,Bronx,2014,4,van,8,0,2,0,1,0,5,0
132,Bronx,2014,5,delivery vehicle,12,0,3,0,3,0,6,0
133,Bronx,2014,5,other,100,0,24,0,8,0,68,0
134,Bronx,2014,5,passenger vehicle,289,0,59,0,18,0,212,0
135,Bronx,2014,5,suv,132,0,36,0,9,0,87,0
136,Bronx,2014,5,taxi,22,0,4,0,0,0,18,0
137,Bronx,2014,5,van,10,0,3,0,1,0,6,0
138,Bronx,2014,6,delivery vehicle,19,0,3,0,1,0,15,0
139,Bronx,2014,6,other,110,0,25,0,14,0,71,0
140,Bronx,2014,6,passenger vehicle,343,0,77,0,28,0,238,0
141,Bronx,2014,6,suv,144,0,27,0,8,0,109,0
142,Bronx,2014,6,taxi,12,0,1,0,1,0,10,0
143,Bronx,2014,6,van,8,0,6,0,0,0,2,0
144,Bronx,2014,7,delivery vehicle,24,0,3,0,3,0,18,0
145,Bronx,2014,7,other,83,0,28,0,6,0,49,0
146,Bronx,2014,7,passenger vehicle,295,0,58,0,27,0,210,0
147,Bronx,2014,7,suv,112,0,29,0,6,0,77,0
148,Bronx,2014,7,taxi,12,0,3,0,1,0,8,0
149,Bronx,2014,7,van,16,0,5,0,2,0,9,0
150,Bronx,2014,8,delivery vehicle,14,0,2,0,4,0,8,0
151,Bronx,2014,8,other,70,0,19,0,7,0,44,0
152,Bronx,2014,8,passenger vehicle,274,0,42,0,12,0,220,0
153,Bronx,2014,8,suv,101,0,22,0,13,0,66,0
154,Bronx,2014,8,taxi,15,0,1,0,2,0,12,0
155,Bronx,2014,8,van,4,0,1,0,0,0,3,0
156,Bronx,2014,9,delivery vehicle,11,0,1,0,4,0,6,0
157,Bronx,2014,9,other,65,1,21,0,9,0,35,1
158,Bronx,2014,9,passenger vehicle,291,1,50,0,30,0,211,1
159,Bronx,2014,9,suv,153,0,23,0,15,0,115,0
160,Bronx,2014,9,taxi,13,0,0,0,1,0,12,0
161,Bronx,2014,9,van,10,0,3,0,2,0,5,0
162,Bronx,2014,10,delivery vehicle,21,0,8,0,3,0,10,0
163,Bronx,2014,10,other,52,0,17,0,6,0,29,0
164,Bronx,2014,10,passenger vehicle,295,1,80,1,22,0,193,0
165,Bronx,2014,10,suv,120,0,28,0,8,0,84,0
166,Bronx,2014,10,taxi,8,0,4,0,1,0,3,0
167,Bronx,2014,10,van,7,0,3,0,1,0,3,0
168,Bronx,2014,11,delivery vehicle,17,0,3,0,2,0,12,0
169,Bronx,2014,11,other,62,0,23,0,4,0,35,0
170,Bronx,2014,11,passenger vehicle,285,0,71,0,13,0,201,0
171,Bronx,2014,11,suv,115,0,31,0,1,0,83,0
172,Bronx,2014,11,taxi,2,0,1,0,1,0,0,0
173,Bronx,2014,11,van,8,0,4,0,0,0,4,0
174,Bronx,2014,12,delivery vehicle,18,0,2,0,0,0,16,0
175,Bronx,2014,12,other,89,0,38,0,3,0,48,0
176,Bronx,2014,12,passenger vehicle,239,0,81,0,8,0,150,0
177,Bronx,2014,12,suv,79,0,31,0,2,0,46,0
178,Bronx,2014,12,taxi,2,0,0,0,0,0,2,0
179,Bronx,2014,12,van,12,0,7,0,1,0,4,0
180,Bronx,2015,1,delivery vehicle,24,0,5,0,1,0,18,0
181,Bronx,2015,1,other,68,0,29,0,3,0,36,0
182,Bronx,2015,1,passenger vehicle,200,1,49,1,5,0,146,0
183,Bronx,2015,1,suv,93,0,29,0,5,0,59,0
184,Bronx,2015,1,taxi,7,0,1,0,0,0,6,0
185,Bronx,2015,1,van,7,0,3,0,0,0,4,0
186,Bronx,2015,2,delivery vehicle,7,0,0,0,0,0,7,0
187,Bronx,2015,2,other,55,0,24,0,1,0,30,0
188,Bronx,2015,2,passenger vehicle,125,0,31,0,0,0,94,0
189,Bronx,2015,2,suv,46,0,23,0,1,0,22,0
190,Bronx,2015,2,taxi,9,0,2,0,0,0,7,0
191,Bronx,2015,2,van,8,0,3,0,0,0,5,0
192,Bronx,2015,3,delivery vehicle,18,0,6,0,2,0,10,0
193,Bronx,2015,3,other,69,0,33,0,1,0,35,0
194,Bronx,2015,3,passenger vehicle,204,0,41,0,3,0,160,0
195,Bronx,2015,3,suv,77,0,18,0,2,0,57,0
196,Bronx,2015,3,taxi,19,2,4,2,0,0,15,0
197,Bronx,2015,3,van,15,0,3,0,0,0,12,0
198,Bronx,2015,4,delivery vehicle,14,0,5,0,2,0,7,0
199,Bronx,2015,4,other,58,0,19,0,5,0,34,0
200,Bronx,2015,4,passenger vehicle,287,1,55,0,14,0,218,1
201,Bronx,2015,4,suv,74,0,25,0,4,0,45,0
202,Bronx,2015,4,taxi,11,0,2,0,0,0,9,0
203,Bronx,2015,4,van,12,0,8,0,0,0,4,0
204,Bronx,2015,5,delivery vehicle,19,0,5,0,2,0,12,0
205,Bronx,2015,5,other,93,2,26,1,9,0,58,1
206,Bronx,2015,5,passenger vehicle,280,0,56,0,20,0,204,0
207,Bronx,2015,5,suv,109,0,22,0,7,0,80,0
208,Bronx,2015,5,taxi,6,0,0,0,0,0,6,0
209,Bronx,2015,5,van,6,0,0,0,0,0,6,0
210,Bronx,2015,6,delivery vehicle,18,0,1,0,1,0,16,0
211,Bronx,2015,6,other,78,0,27,0,5,0,46,0
212,Bronx,2015,6,passenger vehicle,297,1,46,0,26,0,225,1
213,Bronx,2015,6,suv,112,1,24,0,12,0,76,1
214,Bronx,2015,6,taxi,12,0,1,0,3,0,8,0
215,Bronx,2015,6,van,17,0,1,0,1,0,15,0
216,Bronx,2015,7,delivery vehicle,22,0,2,0,2,0,18,0
217,Bronx,2015,7,other,75,0,23,0,13,0,39,0
218,Bronx,2015,7,passenger vehicle,241,0,50,0,19,0,172,0
219,Bronx,2015,7,suv,133,0,28,0,10,0,95,0
220,Bronx,2015,7,taxi,9,0,2,0,0,0,7,0
221,Bronx,2015,7,van,17,0,1,0,1,0,15,0
222,Bronx,2015,8,delivery vehicle,18,0,4,0,2,0,12,0
223,Bronx,2015,8,other,113,0,31,0,17,0,65,0
224,Bronx,2015,8,passenger vehicle,298,0,46,0,23,0,229,0
225,Bronx,2015,8,suv,94,1,27,0,8,1,59,0
226,Bronx,2015,8,taxi,13,0,1,0,1,0,11,0
227,Bronx,2015,8,van,8,0,3,0,1,0,4,0
228,Bronx,2015,9,delivery vehicle,20,0,1,0,3,0,16,0
229,Bronx,2015,9,other,77,1,26,0,15,0,36,1
230,Bronx,2015,9,passenger vehicle,286,0,57,0,20,0,209,0
231,Bronx,2015,9,suv,102,0,21,0,10,0,71,0
232,Bronx,2015,9,taxi,14,0,3,0,1,0,10,0
233,Bronx,2015,9,van,6,0,3,0,0,0,3,0
234,Bronx,2015,10,delivery vehicle,15,0,2,0,2,0,11,0
235,Bronx,2015,10,other,100,0,41,0,6,0,53,0
236,Bronx,2015,10,passenger vehicle,274,2,62,0,15,0,197,2
237,Bronx,2015,10,suv,126,0,37,0,10,0,79,0
238,Bronx,2015,10,taxi,10,0,0,0,1,0,9,0
239,Bronx,2015,10,van,10,0,5,0,0,0,5,0
240,Bronx,2015,11,delivery vehicle,19,0,7,0,2,0,10,0
241,Bronx,2015,11,other,78,0,31,0,3,0,44,0
242,Bronx,2015,11,passenger vehicle,259,0,62,0,11,0,186,0
243,Bronx,2015,11,suv,115,0,30,0,5,0,80,0
244,Bronx,2015,11,taxi,4,0,2,0,0,0,2,0
245,Bronx,2015,11,van,10,0,4,0,1,0,5,0
246,Bronx,2015,12,delivery vehicle,22,0,3,0,5,0,14,0
247,Bronx,2015,12,other,78,0,32,0,4,0,42,0
248,Bronx,2015,12,passenger vehicle,276,1,64,1,8,0,204,0
249,Bronx,2015,12,suv,96,0,28,0,6,0,62,0
250,Bronx,2015,12,taxi,11,0,0,0,2,0,9,0
251,Bronx,2015,12,van,11,0,3,0,1,0,7,0
252,Bronx,2016,1,other,99,0,29,0,1,0,69,0
253,Bronx,2016,1,passenger vehicle,204,1,47,0,3,0,154,1
254,Bronx,2016,1,suv,81,0,33,0,2,0,46,0
255,Bronx,2016,1,taxi,11,0,3,0,0,0,8,0
256,Bronx,2016,2,other,98,0,42,0,7,0,49,0
257,Bronx,2016,2,passenger vehicle,223,0,58,0,7,0,158,0
258,Bronx,2016,2,suv,85,0,32,0,1,0,52,0
259,Bronx,2016,2,taxi,9,0,4,0,0,0,5,0
260,Bronx,2016,3,bike,4,0,0,0,3,0,1,0
261,Bronx,2016,3,other,45,0,17,0,2,0,26,0
262,Bronx,2016,3,passenger vehicle,93,0,25,0,4,0,64,0
263,Bronx,2016,3,sedan,63,0,21,0,2,0,40,0
264,Bronx,2016,3,suv,74,0,18,0,3,0,53,0
265,Bronx,2016,3,taxi,5,0,0,0,1,0,4,0
266,Bronx,2016,4,bike,2,0,0,0,2,0,0,0
267,Bronx,2016,4,other,16,0,4,0,1,0,11,0
268,Bronx,2016,4,passenger vehicle,2,0,0,0,0,0,2,0
269,Bronx,2016,4,sedan,101,0,20,0,3,0,78,0
270,Bronx,2016,4,suv,56,0,16,0,0,0,40,0
271,Bronx,2016,4,taxi,2,0,1,0,1,0,0,0
272,Bronx,2016,5,bike,9,0,0,0,9,0,0,0
273,Bronx,2016,5,other,54,0,4,0,3,0,47,0
274,Bronx,2016,5,sedan,294,0,49,0,19,0,226,0
275,Bronx,2016,5,suv,140,0,26,0,5,0,109,0
276,Bronx,2016,5,taxi,8,0,1,0,1,0,6,0
277,Bronx,2016,6,bike,9,0,1,0,8,0,0,0
278,Bronx,2016,6,other,34,0,9,0,1,0,24,0
279,Bronx,2016,6,sedan,339,1,63,0,24,0,252,1
280,Bronx,2016,6,suv,115,0,21,0,11,0,83,0
281,Bronx,2016,6,taxi,9,0,1,0,0,0,8,0
282,Bronx,2016,7,bike,13,0,2,0,11,0,0,0
283,Bronx,2016,7,other,56,0,5,0,2,0,49,0
284,Bronx,2016,7,sedan,309,0,43,0,15,0,251,0
285,Bronx,2016,7,suv,151,0,27,0,15,0,109,0
286,Bronx,2016,7,taxi,21,0,1,0,4,0,16,0
287,Bronx,2016,8,bike,12,0,0,0,12,0,0,0
288,Bronx,2016,8,other,48,0,7,0,3,0,38,0
289,Bronx,2016,8,sedan,234,0,34,0,18,0,182,0
290,Bronx,2016,8,suv,178,0,37,0,15,0,126,0
291,Bronx,2016,8,taxi,32,0,7,0,2,0,23,0
292,Bronx,2016,9,bike,20,0,4,0,16,0,0,0
293,Bronx,2016,9,other,37,0,6,0,5,0,26,0
294,Bronx,2016,9,sedan,296,0,50,0,24,0,222,0
295,Bronx,2016,9,suv,169,0,25,0,11,0,133,0
296,Bronx,2016,9,taxi,24,0,6,0,1,0,17,0
297,Bronx,2016,10,bike,11,0,1,0,4,0,6,0
298,Bronx,2016,10,other,36,0,4,0,1,0,31,0
299,Bronx,2016,10,sedan,216,0,43,0,5,0,168,0
300,Bronx,2016,10,suv,126,0,37,0,6,0,83,0
301,Bronx,2016,10,taxi,17,0,5,0,1,0,11,0
302,Bronx,2016,11,bike,3,0,0,0,3,0,0,0
303,Bronx,2016,11,other,44,0,7,0,1,0,36,0
304,Bronx,2016,11,sedan,229,1,53,1,6,0,170,0
305,Bronx,2016,11,suv,117,0,37,0,5,0,75,0
306,Bronx,2016,11,taxi,21,0,7,0,0,0,14,0
307,Bronx,2016,12,bike,3,0,1,0,2,0,0,0
308,Bronx,2016,12,other,41,0,5,0,1,0,35,0
309,Bronx,2016,12,sedan,212,0,45,0,3,0,164,0
310,Bronx,2016,12,suv,148,0,38,0,5,0,105,0
311,Bronx,2016,12,taxi,30,0,3,0,0,0,27,0
312,Bronx,2017,1,bike,5,0,2,0,3,0,0,0
313,Bronx,2017,1,other,21,0,7,0,0,0,14,0
314,Bronx,2017,1,sedan,222,0,48,0,3,0,171,0
315,Bronx,2017,1,suv,107,0,40,0,5,0,62,0
316,Bronx,2017,1,taxi,18,0,7,0,1,0,10,0
317,Bronx,2017,1,truck,5,0,2,0,0,0,3,0
318,Bronx,2017,2,bike,3,0,0,0,3,0,0,0
319,Bronx,2017,2,other,23,0,5,0,0,0,18,0
320,Bronx,2017,2,sedan,215,0,54,0,5,0,156,0
321,Bronx,2017,2,suv,126,0,47,0,3,0,76,0
322,Bronx,2017,2,taxi,33,0,8,0,0,0,25,0
323,Bronx,2017,2,truck,13,0,5,0,1,0,7,0
324,Bronx,2017,3,bike,9,0,0,0,9,0,0,0
325,Bronx,2017,3,other,18,1,7,1,0,0,11,0
326,Bronx,2017,3,sedan,249,0,49,0,6,0,194,0
327,Bronx,2017,3,suv,129,0,49,0,2,0,78,0
328,Bronx,2017,3,taxi,12,0,2,0,1,0,9,0
329,Bronx,2017,3,truck,13,0,4,0,1,0,8,0
330,Bronx,2017,4,bike,9,0,2,0,7,0,0,0
331,Bronx,2017,4,other,15,1,3,0,2,0,10,1
332,Bronx,2017,4,sedan,265,1,48,0,5,0,212,1
333,Bronx,2017,4,suv,123,0,23,0,5,0,95,0
334,Bronx,2017,4,taxi,25,0,1,0,0,0,24,0
335,Bronx,2017,4,truck,13,0,6,0,0,0,7,0
336,Bronx,2017,5,bike,7,0,4,0,3,0,0,0
337,Bronx,2017,5,other,30,0,3,0,2,0,25,0
338,Bronx,2017,5,sedan,271,0,56,0,10,0,205,0
339,Bronx,2017,5,suv,157,0,29,0,6,0,122,0
340,Bronx,2017,5,taxi,28,0,5,0,1,0,22,0
341,Bronx,2017,5,truck,12,0,3,0,1,0,8,0
342,Bronx,2017,6,bike,14,0,1,0,13,0,0,0
343,Bronx,2017,6,other,68,0,4,0,2,0,62,0
344,Bronx,2017,6,sedan,279,0,44,0,12,0,223,0
345,Bronx,2017,6,suv,160,0,27,0,9,0,124,0
346,Bronx,2017,6,taxi,19,0,2,0,3,0,14,0
347,Bronx,2017,6,truck,15,0,2,0,0,0,13,0
348,Bronx,2017,7,bike,17,0,1,0,16,0,0,0
349,Bronx,2017,7,other,49,0,3,0,1,0,45,0
350,Bronx,2017,7,sedan,256,0,36,0,16,0,204,0
351,Bronx,2017,7,suv,163,0,22,0,15,0,126,0
352,Bronx,2017,7,taxi,25,0,4,0,3,0,18,0
353,Bronx,2017,7,truck,12,0,5,0,0,0,7,0
354,Bronx,2017,8,bike,14,0,2,0,12,0,0,0
355,Bronx,2017,8,other,25,0,1,0,2,0,22,0
356,Bronx,2017,8,sedan,236,0,35,0,17,0,184,0
357,Bronx,2017,8,suv,157,0,29,0,9,0,119,0
358,Bronx,2017,8,taxi,22,0,4,0,1,0,17,0
359,Bronx,2017,8,truck,11,0,3,0,1,0,7,0
360,Bronx,2017,9,bike,13,0,0,0,13,0,0,0
361,Bronx,2017,9,other,31,0,5,0,0,0,26,0
362,Bronx,2017,9,sedan,242,0,63,0,7,0,172,0
363,Bronx,2017,9,suv,123,0,27,0,7,0,87,0
364,Bronx,2017,9,taxi,20,0,2,0,0,0,18,0
365,Bronx,2017,9,truck,4,0,0,0,1,0,3,0
366,Bronx,2017,10,bike,15,0,3,0,11,0,1,0
367,Bronx,2017,10,other,39,0,6,0,2,0,31,0
368,Bronx,2017,10,sedan,224,0,51,0,11,0,162,0
369,Bronx,2017,10,suv,142,0,35,0,10,0,97,0
370,Bronx,2017,10,taxi,15,0,5,0,1,0,9,0
371,Bronx,2017,10,truck,24,0,3,0,1,0,20,0
372,Bronx,2017,11,bike,10,0,1,0,9,0,0,0
373,Bronx,2017,11,other,24,0,5,0,1,0,18,0
374,Bronx,2017,11,sedan,199,0,41,0,4,0,155,0
375,Bronx,2017,11,suv,156,0,50,0,4,0,102,0
376,Bronx,2017,11,taxi,22,0,5,0,1,0,16,0
377,Bronx,2017,11,truck,26,0,5,0,1,0,20,0
378,Bronx,2017,12,bike,4,0,0,0,4,0,0,0
379,Bronx,2017,12,other,19,0,3,0,0,0,16,0
380,Bronx,2017,12,sedan,214,0,50,0,2,0,162,0
381,Bronx,2017,12,suv,138,0,47,0,4,0,87,0
382,Bronx,2017,12,taxi,17,0,7,0,0,0,10,0
383,Bronx,2017,12,truck,7,0,1,0,0,0,6,0
384,Bronx,2018,1,bike,2,0,0,0,2,0,0,0
385,Bronx,2018,1,other,29,0,4,0,1,0,24,0
386,Bronx,2018,1,sedan,213,1,56,0,4,0,153,1
387,Bronx,2018,1,suv,130,0,34,0,0,0,96,0
388,Bronx,2018,1,taxi,22,0,6,0,2,0,14,0
389,Bronx,2018,1,truck,7,0,4,0,0,0,3,0
390,Bronx,2018,2,bike,9,0,1,0,8,0,0,0
391,Bronx,2018,2,other,19,0,3,0,1,0,15,0
392,Bronx,2018,2,sedan,178,0,41,0,2,0,135,0
393,Bronx,2018,2,suv,138,1,36,0,1,0,101,1
394,Bronx,2018,2,taxi,26,0,7,0,0,0,19,0
395,Bronx,2018,2,truck,17,0,4,0,0,0,13,0
396,Bronx,2018,3,bike,5,0,0,0,5,0,0,0
397,Bronx,2018,3,other,18,0,2,0,1,0,15,0
398,Bronx,2018,3,sedan,233,0,49,0,4,0,180,0
399,Bronx,2018,3,suv,155,1,44,1,4,0,107,0
400,Bronx,2018,3,taxi,21,0,6,0,1,0,13,0
401,Bronx,2018,3,truck,14,0,5,0,0,0,9,0
402,Bronx,2018,4,bike,14,0,1,0,13,0,0,0
403,Bronx,2018,4,other,22,0,3,0,1,0,18,0
404,Bronx,2018,4,sedan,237,0,43,0,4,0,188,0
405,Bronx,2018,4,suv,157,0,24,0,3,0,130,0
406,Bronx,2018,4,taxi,19,0,7,0,1,0,11,0
407,Bronx,2018,4,truck,6,0,1,0,0,0,5,0
408,Bronx,2018,5,bike,13,0,0,0,13,0,0,0
409,Bronx,2018,5,other,34,0,5,0,1,0,28,0
410,Bronx,2018,5,sedan,277,0,43,0,19,0,215,0
411,Bronx,2018,5,suv,177,0,42,0,9,0,126,0
412,Bronx,2018,5,taxi,28,0,13,0,1,0,14,0
413,Bronx,2018,5,truck,23,0,2,0,1,0,19,0
414,Bronx,2018,6,bike,15,0,0,0,15,0,0,0
415,Bronx,2018,6,other,30,0,8,0,0,0,22,0
416,Bronx,2018,6,sedan,237,0,51,0,14,0,172,0
417,Bronx,2018,6,suv,193,0,30,0,8,0,154,0
418,Bronx,2018,6,taxi,25,0,8,0,2,0,15,0
419,Bronx,2018,6,truck,18,0,6,0,0,0,12,0
420,Bronx,2018,7,bike,17,0,1,0,16,0,0,0
421,Bronx,2018,7,other,41,0,2,0,0,0,39,0
422,Bronx,2018,7,sedan,268,0,41,0,14,0,213,0
423,Bronx,2018,7,suv,185,1,48,0,9,0,128,1
424,Bronx,2018,7,taxi,19,0,1,0,2,0,16,0
425,Bronx,2018,7,truck,19,0,4,0,0,0,15,0
426,Bronx,2018,8,bike,32,0,4,0,28,0,0,0
427,Bronx,2018,8,other,35,0,8,0,0,0,27,0
428,Bronx,2018,8,sedan,263,0,33,0,14,0,216,0
429,Bronx,2018,8,suv,182,2,46,0,14,0,122,2
430,Bronx,2018,8,taxi,27,0,5,0,2,0,20,0
431,Bronx,2018,8,truck,11,0,1,0,0,0,10,0
432,Bronx,2018,9,bike,13,0,2,0,11,0,0,0
433,Bronx,2018,9,other,33,1,4,0,0,0,29,1
434,Bronx,2018,9,sedan,240,0,33,0,8,0,198,0
