,year,month,weekday,total,pedestrian,motorist,cyclist
666,2020,Jul,Tue,0,0,0,0
667,2020,Jul,Wed,1,1,0,0
668,2020,Jul,Thu,0,0,0,0
669,2020,Jul,Fri,0,0,0,0
670,2020,Jul,Sat,4,0,4,0
671,2020,Jul,Sun,1,1,0,0
672,2020,Jun,Mon,1,0,1,0
673,2020,Jun,Tue,1,0,1,0
674,2020,Jun,Wed,1,1,0,0
675,2020,Jun,Thu,0,0,0,0
676,2020,Jun,Fri,1,0,1,0
677,2020,Jun,Sat,2,0,2,0
678,2020,Jun,Sun,0,0,0,0
679,2020,Mar,Mon,0,0,0,0
680,2020,Mar,Tue,0,0,0,0
681,2020,Mar,Wed,0,0,0,0
682,2020,Mar,Thu,0,0,0,0
683,2020,Mar,Fri,0,0,0,0
684,2020,Mar,Sat,0,0,0,0
685,2020,Mar,Sun,0,0,0,0
686,2020,May,Mon,0,0,0,0
687,2020,May,Tue,0,0,0,0
688,2020,May,Wed,0,0,0,0
689,2020,May,Thu,0,0,0,0
690,2020,May,Fri,1,0,1,0
691,2020,May,Sat,0,0,0,0
692,2020,May,Sun,1,0,1,0
693,2020,Nov,Mon,1,0,1,0
694,2020,Nov,Tue,0,0,0,0
695,2020,Nov,Wed,0,0,0,0
696,2020,Nov,Thu,0,0,0,0
697,2020,Nov,Fri,2,0,2,0
698,2020,Nov,Sat,0,0,0,0
699,2020,Nov,Sun,0,0,0,0
700,2020,Oct,Mon,0,0,0,0
701,2020,Oct,Tue,4,0,4,0
702,2020,Oct,Wed,0,0,0,0
703,2020,Oct,Thu,1,1,0,0
704,2020,Oct,Fri,2,2,0,0
705,2020,Oct,Sat,2,0,1,1
706,2020,Oct,Sun,1,1,0,0
707,2020,Sep,Mon,0,0,0,0
708,2020,Sep,Tue,1,0,1,0
709,2020,Sep,Wed,0,0,0,0
710,2020,Sep,Thu,2,0,2,0
711,2020,Sep,Fri,1,1,0,0
712,2020,Sep,Sat,3,0,3,0
713,2020,Sep,Sun,0,0,0,0
714,2021,Apr,Mon,0,0,0,0
715,2021,Apr,Tue,0,0,0,0
716,2021,Apr,Wed,1,0,1,0
717,2021,Apr,Thu,0,0,0,0
718,2021,Apr,Fri,0,0,0,0
719,2021,Apr,Sat,0,0,0,0
720,2021,Apr,Sun,1,0,1,0
721,2021,Aug,Mon,0,0,0,0
722,2021,Aug,Tue,2,0,2,0
723,2021,Aug,Wed,0,0,0,0
724,2021,Aug,Thu,1,0,1,0
725,2021,Aug,Fri,1,1,0,0
726,2021,Aug,Sat,2,1,1,0
727,2021,Aug,Sun,1,0,1,0
728,2021,Dec,Mon,0,0,0,0
729,2021,Dec,Tue,0,0,0,0
730,2021,Dec,Wed,0,0,0,0
731,2021,Dec,Thu,0,0,0,0
732,2021,Dec,Fri,1,0,1,0
733,2021,Dec,Sat,0,0,0,0
734,2021,Dec,Sun,0,0,0,0
735,2021,Feb,Mon,0,0,0,0
736,2021,Feb,Tue,0,0,0,0
737,2021,Feb,Wed,0,0,0,0
738,2021,Feb,Thu,0,0,0,0
739,2021,Feb,Fri,0,0,0,0
740,2021,Feb,Sat,0,0,0,0
741,2021,Feb,Sun,0,0,0,0
742,2021,Jan,Mon,0,0,0,0
743,2021,Jan,Tue,0,0,0,0
744,2021,Jan,Wed,0,0,0,0
745,2021,Jan,Thu,0,0,0,0
746,2021,Jan,Fri,3,1,2,0
747,2021,Jan,Sat,0,0,0,0
748,2021,Jan,Sun,0,0,0,0
749,2021,Jul,Mon,0,0,0,0
750,2021,Jul,Tue,0,0,0,0
751,2021,Jul,Wed,0,0,0,0
752,2021,Jul,Thu,0,0,0,0
753,2021,Jul,Fri,0,0,0,0
754,2021,Jul,Sat,3,0,3,0
755,2021,Jul,Sun,0,0,0,0
756,2021,Jun,Mon,1,0,1,0
757,2021,Jun,Tue,1,0,1,0
758,2021,Jun,Wed,0,0,0,0
759,2021,Jun,Thu,1,0,1,0
760,2021,Jun,Fri,0,0,0,0
761,2021,Jun,Sat,0,0,0,0
762,2021,Jun,Sun,1,0,1,0
763,2021,Mar,Mon,0,0,0,0
764,2021,Mar,Tue,0,0,0,0
765,2021,Mar,Wed,0,0,0,0
766,2021,Mar,Thu,0,0,0,0
767,2021,Mar,Fri,1,0,1,0
768,2021,Mar,Sat,0,0,0,0
769,2021,Mar,Sun,0,0,0,0
770,2021,May,Mon,1,0,1,0
771,2021,May,Tue,0,0,0,0
772,2021,May,Wed,0,0,0,0
773,2021,May,Thu,0,0,0,0
774,2021,May,Fri,1,1,0,0
775,2021,May,Sat,0,0,0,0
776,2021,May,Sun,0,0,0,0
777,2021,Nov,Mon,0,0,0,0
778,2021,Nov,Tue,0,0,0,0
779,2021,Nov,Wed,0,0,0,0
780,2021,Nov,Thu,0,0,0,0
781,2021,Nov,Fri,0,0,0,0
782,2021,Nov,Sat,0,0,0,0
783,2021,Nov,Sun,0,0,0,0
784,2021,Oct,Mon,0,0,0,0
785,2021,Oct,Tue,0,0,0,0
786,2021,Oct,Wed,0,0,0,0
787,2021,Oct,Thu,0,0,0,0
788,2021,Oct,Fri,0,0,0,0
789,2021,Oct,Sat,0,0,0,0
790,2021,Oct,Sun,0,0,0,0
791,2021,Sep,Mon,0,0,0,0
792,2021,Sep,Tue,2,2,0,0
793,2021,Sep,Wed,0,0,0,0
794,2021,Sep,Thu,1,1,0,0
795,2021,Sep,Fri,0,0,0,0
796,2021,Sep,Sat,2,1,1,0
797,2021,Sep,Sun,0,0,0,0
798,2022,Apr,Mon,0,0,0,0
799,2022,Apr,Tue,0,0,0,0
800,2022,Apr,Wed,0,0,0,0
801,2022,Apr,Thu,0,0,0,0
802,2022,Apr,Fri,0,0,0,0
803,2022,Apr,Sat,0,0,0,0
804,2022,Apr,Sun,0,0,0,0
805,2022,Aug,Mon,1,0,1,0
806,2022,Aug,Tue,0,0,0,0
807,2022,Aug,Wed,2,2,0,0
808,2022,Aug,Thu,1,0,1,0
809,2022,Aug,Fri,0,0,0,0
810,2022,Aug,Sat,1,1,0,0
811,2022,Aug,Sun,1,0,1,0
812,2022,Dec,Mon,0,0,0,0
813,2022,Dec,Tue,0,0,0,0
814,2022,Dec,Wed,0,0,0,0
815,2022,Dec,Thu,0,0,0,0
816,2022,Dec,Fri,1,0,1,0
817,2022,Dec,Sat,0,0,0,0
818,2022,Dec,Sun,0,0,0,0
819,2022,Feb,Mon,1,0,1,0
820,2022,Feb,Tue,1,0,1,0
821,2022,Feb,Wed,0,0,0,0
822,2022,Feb,Thu,0,0,0,0
823,2022,Feb,Fri,0,0,0,0
824,2022,Feb,Sat,1,0,1,0
825,2022,Feb,Sun,1,0,1,0
826,2022,Jan,Mon,0,0,0,0
827,2022,Jan,Tue,1,0,1,0
828,2022,Jan,Wed,0,0,0,0
829,2022,Jan,Thu,0,0,0,0
830,2022,Jan,Fri,0,0,0,0
831,2022,Jan,Sat,1,0,1,0
832,2022,Jan,Sun,0,0,0,0
833,2022,Jul,Mon,0,0,0,0
834,2022,Jul,Tue,2,0,2,0
835,2022,Jul,Wed,0,0,0,0
836,2022,Jul,Thu,0,0,0,0
837,2022,Jul,Fri,0,0,0,0
838,2022,Jul,Sat,0,0,0,0
839,2022,Jul,Sun,5,0,5,0
840,2022,Jun,Mon,1,1,0,0
841,2022,Jun,Tue,1,0,1,0
842,2022,Jun,Wed,0,0,0,0
843,2022,Jun,Thu,0,0,0,0
844,2022,Jun,Fri,0,0,0,0
845,2022,Jun,Sat,1,1,0,0
846,2022,Jun,Sun,0,0,0,0
847,2022,Mar,Mon,1,1,0,0
848,2022,Mar,Tue,0,0,0,0
849,2022,Mar,Wed,0,0,0,0
850,2022,Mar,Thu,0,0,0,0
851,2022,Mar,Fri,1,1,0,0
852,2022,Mar,Sat,0,0,0,0
853,2022,Mar,Sun,0,0,0,0
854,2022,May,Mon,2,2,0,0
855,2022,May,Tue,0,0,0,0
856,2022,May,Wed,0,0,0,0
857,2022,May,Thu,1,1,0,0
858,2022,May,Fri,0,0,0,0
859,2022,May,Sat,0,0,0,0
860,2022,May,Sun,1,0,1,0
861,2022,Nov,Mon,0,0,0,0
862,2022,Nov,Tue,0,0,0,0
863,2022,Nov,Wed,0,0,0,0
864,2022,Nov,Thu,0,0,0,0
865,2022,Nov,Fri,0,0,0,0
866,2022,Nov,Sat,1,0,0,0
867,2022,Nov,Sun,0,0,0,0
868,2022,Oct,Mon,0,0,0,0
869,2022,Oct,Tue,0,0,0,0
870,2022,Oct,Wed,0,0,0,0
871,2022,Oct,Thu,1,1,0,0
872,2022,Oct,Fri,2,0,2,0
873,2022,Oct,Sat,0,0,0,0
874,2022,Oct,Sun,1,0,1,0
875,2022,Sep,Mon,0,0,0,0
876,2022,Sep,Tue,0,0,0,0
877,2022,Sep,Wed,0,0,0,0
878,2022,Sep,Thu,0,0,0,0
879,2022,Sep,Fri,1,1,0,0
880,2022,Sep,Sat,1,1,0,0
881,2022,Sep,Sun,0,0,0,0
882,2023,Apr,Mon,0,0,0,0
883,2023,Apr,Tue,0,0,0,0
884,2023,Apr,Wed,0,0,0,0
885,2023,Apr,Thu,0,0,0,0
886,2023,Apr,Fri,0,0,0,0
887,2023,Apr,Sat,0,0,0,0
888,2023,Apr,Sun,0,0,0,0
889,2023,Aug,Mon,0,0,0,0
890,2023,Aug,Tue,1,0,1,0
891,2023,Aug,Wed,0,0,0,0
892,2023,Aug,Thu,1,0,1,0
893,2023,Aug,Fri,1,0,1,0
894,2023,Aug,Sat,0,0,0,0
895,2023,Aug,Sun,0,0,0,0
896,2023,Dec,Mon,2,0,2,0
897,2023,Dec,Tue,0,0,0,0
898,2023,Dec,Wed,1,0,1,0
899,2023,Dec,Thu,0,0,0,0
900,2023,Dec,Fri,0,0,0,0
901,2023,Dec,Sat,0,0,0,0
902,2023,Dec,Sun,2,1,1,0
903,2023,Feb,Mon,0,0,0,0
904,2023,Feb,Tue,0,0,0,0
905,2023,Feb,Wed,1,0,1,0
906,2023,Feb,Thu,0,0,0,0
907,2023,Feb,Fri,1,1,0,0
908,2023,Feb,Sat,0,0,0,0
909,2023,Feb,Sun,0,0,0,0
910,2023,Jan,Mon,0,0,0,0
911,2023,Jan,Tue,0,0,0,0
912,2023,Jan,Wed,0,0,0,0
913,2023,Jan,Thu,0,0,0,0
914,2023,Jan,Fri,0,0,0,0
915,2023,Jan,Sat,0,0,0,0
916,2023,Jan,Sun,0,0,0,0
917,2023,Jul,Mon,2,0,2,0
918,2023,Jul,Tue,0,0,0,0
919,2023,Jul,Wed,0,0,0,0
920,2023,Jul,Thu,1,0,1,0
921,2023,Jul,Fri,0,0,0,0
922,2023,Jul,Sat,1,0,1,0
923,2023,Jul,Sun,0,0,0,0
924,2023,Jun,Mon,0,0,0,0
925,2023,Jun,Tue,0,0,0,0
926,2023,Jun,Wed,1,1,0,0
927,2023,Jun,Thu,1,1,0,0
928,2023,Jun,Fri,0,0,0,0
929,2023,Jun,Sat,1,0,1,0
930,2023,Jun,Sun,1,1,0,0
931,2023,Mar,Mon,3,1,2,0
932,2023,Mar,Tue,0,0,0,0
933,2023,Mar,Wed,0,0,0,0
934,2023,Mar,Thu,0,0,0,0
935,2023,Mar,Fri,1,1,0,0
936,2023,Mar,Sat,0,0,0,0
937,2023,Mar,Sun,0,0,0,0
938,2023,May,Mon,0,0,0,0
939,2023,May,Tue,0,0,0,0
940,2023,May,Wed,1,0,1,0
941,2023,May,Thu,0,0,0,0
942,2023,May,Fri,0,0,0,0
943,2023,May,Sat,0,0,0,0
944,2023,May,Sun,2,0,2,0
945,2023,Nov,Mon,0,0,0,0
946,2023,Nov,Tue,1,0,1,0
947,2023,Nov,Wed,1,0,1,0
948,2023,Nov,Thu,0,0,0,0
949,2023,Nov,Fri,1,0,1,0
950,2023,Nov,Sat,0,0,0,0
951,2023,Nov,Sun,1,0,1,0
952,2023,Oct,Mon,0,0,0,0
953,2023,Oct,Tue,0,0,0,0
954,2023,Oct,Wed,1,0,1,0
955,2023,Oct,Thu,1,1,0,0
956,2023,Oct,Fri,0,0,0,0
957,2023,Oct,Sat,0,0,0,0
958,2023,Oct,Sun,1,0,1,0
959,2023,Sep,Mon,0,0,0,0
960,2023,Sep,Tue,1,1,0,0
961,2023,Sep,Wed,0,0,0,0
962,2023,Sep,Thu,0,0,0,0
963,2023,Sep,Fri,0,0,0,0
964,2023,Sep,Sat,0,0,0,0
965,2023,Sep,Sun,0,0,0,0
966,2024,Apr,Mon,0,0,0,0
967,2024,Apr,Tue,2,2,0,0
968,2024,Apr,Wed,0,0,0,0
969,2024,Apr,Thu,0,0,0,0
970,2024,Apr,Fri,0,0,0,0
971,2024,Apr,Sat,2,0,2,0
972,2024,Apr,Sun,0,0,0,0
973,2024,Aug,Mon,0,0,0,0
974,2024,Aug,Tue,0,0,0,0
975,2024,Aug,Wed,0,0,0,0
976,2024,Aug,Thu,0,0,0,0
977,2024,Aug,Fri,1,0,1,0
978,2024,Aug,Sat,1,0,1,0
979,2024,Aug,Sun,0,0,0,0
980,2024,Feb,Mon,2,0,2,0
981,2024,Feb,Tue,0,0,0,0
982,2024,Feb,Wed,0,0,0,0
983,2024,Feb,Thu,1,0,1,0
984,2024,Feb,Fri,0,0,0,0
985,2024,Feb,Sat,0,0,0,0
986,2024,Feb,Sun,0,0,0,0
987,2024,Jan,Mon,1,0,1,0
988,2024,Jan,Tue,0,0,0,0
989,2024,Jan,Wed,0,0,0,0
990,2024,Jan,Thu,0,0,0,0
991,2024,Jan,Fri,0,0,0,0
992,2024,Jan,Sat,1,1,0,0
993,2024,Jan,Sun,2,0,2,0
994,2024,Jul,Mon,1,1,0,0
995,2024,Jul,Tue,0,0,0,0
996,2024,Jul,Wed,0,0,0,0
997,2024,Jul,Thu,5,5,0,0
998,2024,Jul,Fri,0,0,0,0
999,2024,Jul,Sat,1,0,1,0
1000,2024,Jul,Sun,1,0,1,0
1001,2024,Jun,Mon,2,2,0,0
1002,2024,Jun,Tue,0,0,0,0
1003,2024,Jun,Wed,1,1,0,0
1004,2024,Jun,Thu,0,0,0,0
1005,2024,Jun,Fri,0,0,0,0
1006,2024,Jun,Sat,0,0,0,0
1007,2024,Jun,Sun,0,0,0,0
1008,2024,Mar,Mon,0,0,0,0
1009,2024,Mar,Tue,0,0,0,0
1010,2024,Mar,Wed,1,1,0,0
1011,2024,Mar,Thu,0,0,0,0
1012,2024,Mar,Fri,0,0,0,0
1013,2024,Mar,Sat,0,0,0,0
1014,2024,Mar,Sun,0,0,0,0
1015,2024,May,Mon,0,0,0,0
1016,2024,May,Tue,1,0,1,0
1017,2024,May,Wed,0,0,0,0
1018,2024,May,Thu,1,1,0,0
1019,2024,May,Fri,0,0,0,0
1020,2024,May,Sat,0,0,0,0
1021,2024,May,Sun,1,0,1,0
1022,2024,Nov,Mon,0,0,0,0
1023,2024,Nov,Tue,0,0,0,0
1024,2024,Nov,Wed,0,0,0,0
1025,2024,Nov,Thu,0,0,0,0
1026,2024,Nov,Fri,0,0,0,0
1027,2024,Nov,Sat,0,0,0,0
1028,2024,Nov,Sun,0,0,0,0
1029,2024,Oct,Mon,0,0,0,0
1030,2024,Oct,Tue,1,1,0,0
1031,2024,Oct,Wed,2,0,1,1
1032,2024,Oct,Thu,0,0,0,0
1033,2024,Oct,Fri,0,0,0,0
1034,2024,Oct,Sat,2,0,2,0
1035,2024,Oct,Sun,2,0,2,0
1036,2024,Sep,Mon,0,0,0,0
1037,2024,Sep,Tue,0,0,0,0
1038,2024,Sep,Wed,0,0,0,0
1039,2024,Sep,Thu,0,0,0,0
1040,2024,Sep,Fri,0,0,0,0
1041,2024,Sep,Sat,0,0,0,0
1042,2024,Sep,Sun,1,0,0,1
